scenario_id,alert_id,incident_id,is_true_alert,is_root_cause_alert
scen_000009,alt_scen_000009_00043,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00044,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00045,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00046,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00047,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00048,inc_scen_000009_01,True,False
scen_000009,alt_scen_000009_00049,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00050,inc_scen_000009_01,True,False
scen_000009,alt_scen_000009_00051,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00052,inc_scen_000009_01,True,False
scen_000009,alt_scen_000009_00053,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00054,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00055,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00056,inc_scen_000009_01,True,False
scen_000009,alt_scen_000009_00057,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00058,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00059,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00060,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00061,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00062,inc_scen_000009_01,True,False
scen_000009,alt_scen_000009_00063,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00064,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00065,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00066,inc_scen_000009_01,True,False
scen_000009,alt_scen_000009_00067,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00068,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00069,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00070,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00071,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00072,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00073,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00074,inc_scen_000009_01,True,False
scen_000009,alt_scen_000009_00075,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00076,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00077,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00078,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00079,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00080,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00081,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00082,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00083,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00084,inc_scen_000009_01,True,False
scen_000009,alt_scen_000009_00085,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00086,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00087,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00088,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00089,inc_scen_000009_01,True,True
scen_000009,alt_scen_000009_00090,,False,False
scen_000009,alt_scen_000009_00091,,False,False
scen_000009,alt_scen_000009_00092,,False,False
scen_000009,alt_scen_000009_00093,,False,False
scen_000009,alt_scen_000009_00094,,False,False
scen_000009,alt_scen_000009_00095,,False,False
scen_000010,alt_scen_000010_00001,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00002,inc_scen_000010_01,True,False
scen_000010,alt_scen_000010_00003,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00004,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00005,inc_scen_000010_01,True,False
scen_000010,alt_scen_000010_00006,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00007,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00008,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00009,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00010,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00011,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00012,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00013,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00014,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00015,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00016,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00017,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00018,inc_scen_000010_01,True,False
scen_000010,alt_scen_000010_00019,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00020,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00021,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00022,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00023,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00024,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00025,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00026,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00027,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00028,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00029,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00030,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00031,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00032,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00033,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00034,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00035,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00036,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00037,inc_scen_000010_01,True,True
scen_000010,alt_scen_000010_00038,,False,False
scen_000010,alt_scen_000010_00039,,False,False
scen_000010,alt_scen_000010_00040,,False,False
scen_000010,alt_scen_000010_00041,,False,False
scen_000010,alt_scen_000010_00042,,False,False
scen_000011,alt_scen_000011_00001,inc_scen_000011_01,True,True
scen_000011,alt_scen_000011_00002,inc_scen_000011_01,True,True
scen_000011,alt_scen_000011_00003,inc_scen_000011_01,True,True
scen_000011,alt_scen_000011_00004,inc_scen_000011_01,True,True
scen_000011,alt_scen_000011_00005,inc_scen_000011_01,True,True
scen_000011,alt_scen_000011_00006,inc_scen_000011_01,True,True
scen_000011,alt_scen_000011_00007,inc_scen_000011_01,True,True
scen_000011,alt_scen_000011_00008,inc_scen_000011_01,True,True
scen_000011,alt_scen_000011_00009,inc_scen_000011_01,True,True
scen_000011,alt_scen_000011_00010,inc_scen_000011_01,True,False
scen_000011,alt_scen_000011_00011,inc_scen_000011_01,True,True
scen_000011,alt_scen_000011_00012,inc_scen_000011_01,True,True
scen_000011,alt_scen_000011_00013,inc_scen_000011_01,True,False
scen_000011,alt_scen_000011_00014,inc_scen_000011_01,True,True
scen_000011,alt_scen_000011_00015,inc_scen_000011_01,True,False
scen_000011,alt_scen_000011_00016,inc_scen_000011_01,True,True
scen_000011,alt_scen_000011_00017,inc_scen_000011_01,True,True
scen_000011,alt_scen_000011_00018,inc_scen_000011_01,True,True
scen_000011,alt_scen_000011_00019,inc_scen_000011_01,True,False
scen_000011,alt_scen_000011_00020,inc_scen_000011_01,True,True
scen_000011,alt_scen_000011_00021,inc_scen_000011_01,True,True
scen_000011,alt_scen_000011_00022,inc_scen_000011_01,True,True
scen_000011,alt_scen_000011_00023,,False,False
scen_000011,alt_scen_000011_00024,,False,False
scen_000011,alt_scen_000011_00025,,False,False
scen_000011,alt_scen_000011_00026,,False,False
scen_000012,alt_scen_000012_00001,,False,False
scen_000012,alt_scen_000012_00002,,False,False
scen_000012,alt_scen_000012_00003,,False,False
scen_000012,alt_scen_000012_00004,,False,False
scen_000012,alt_scen_000012_00005,,False,False
scen_000012,alt_scen_000012_00006,,False,False
scen_000013,alt_scen_000013_00001,,False,False
scen_000013,alt_scen_000013_00002,,False,False
scen_000013,alt_scen_000013_00003,,False,False
scen_000014,alt_scen_000014_00001,,False,False
scen_000014,alt_scen_000014_00002,,False,False
scen_000014,alt_scen_000014_00003,,False,False
scen_000014,alt_scen_000014_00004,,False,False
scen_000015,alt_scen_000015_00001,,False,False
scen_000015,alt_scen_000015_00002,,False,False
scen_000015,alt_scen_000015_00003,,False,False
scen_000015,alt_scen_000015_00004,,False,False
scen_000015,alt_scen_000015_00005,,False,False
scen_000016,alt_scen_000016_00001,,False,False
scen_000016,alt_scen_000016_00002,,False,False
scen_000016,alt_scen_000016_00003,,False,False
scen_000016,alt_scen_000016_00004,,False,False
scen_000016,alt_scen_000016_00005,,False,False
scen_000017,alt_scen_000017_00001,,False,False
scen_000017,alt_scen_000017_00002,,False,False
scen_000018,alt_scen_000018_00001,,False,False
scen_000018,alt_scen_000018_00002,,False,False
scen_000018,alt_scen_000018_00003,,False,False
scen_000018,alt_scen_000018_00004,,False,False
scen_000018,alt_scen_000018_00005,,False,False
scen_000018,alt_scen_000018_00006,,False,False
scen_000019,alt_scen_000019_00001,,False,False
scen_000019,alt_scen_000019_00002,,False,False
scen_000019,alt_scen_000019_00003,,False,False
scen_000020,alt_scen_000020_00001,,False,False
scen_000020,alt_scen_000020_00002,,False,False
scen_000021,alt_scen_000021_00001,,False,False
scen_000021,alt_scen_000021_00002,,False,False
scen_000021,alt_scen_000021_00003,,False,False
scen_000022,alt_scen_000022_00001,inc_scen_000022_01,True,True
scen_000022,alt_scen_000022_00002,inc_scen_000022_01,True,True
scen_000022,alt_scen_000022_00003,inc_scen_000022_01,True,False
scen_000022,alt_scen_000022_00004,inc_scen_000022_01,True,True
scen_000022,alt_scen_000022_00005,inc_scen_000022_01,True,True
scen_000022,alt_scen_000022_00006,,False,False
scen_000022,alt_scen_000022_00007,,False,False
scen_000022,alt_scen_000022_00008,,False,False
scen_000022,alt_scen_000022_00009,,False,False
scen_000022,alt_scen_000022_00010,,False,False
scen_000022,alt_scen_000022_00011,,False,False
scen_000023,alt_scen_000023_00001,,False,False
scen_000023,alt_scen_000023_00002,,False,False
scen_000023,alt_scen_000023_00003,,False,False
scen_000023,alt_scen_000023_00004,,False,False
scen_000024,alt_scen_000024_00001,,False,False
scen_000024,alt_scen_000024_00002,,False,False
scen_000024,alt_scen_000024_00003,,False,False
scen_000024,alt_scen_000024_00004,,False,False
scen_000025,alt_scen_000025_00001,inc_scen_000025_01,True,True
scen_000025,alt_scen_000025_00002,inc_scen_000025_01,True,True
scen_000025,alt_scen_000025_00003,inc_scen_000025_01,True,False
scen_000025,alt_scen_000025_00004,inc_scen_000025_01,True,True
scen_000025,alt_scen_000025_00005,inc_scen_000025_01,True,False
scen_000025,alt_scen_000025_00006,inc_scen_000025_01,True,True
scen_000025,alt_scen_000025_00007,inc_scen_000025_01,True,False
scen_000025,alt_scen_000025_00008,inc_scen_000025_01,True,True
scen_000025,alt_scen_000025_00009,inc_scen_000025_01,True,True
scen_000025,alt_scen_000025_00010,inc_scen_000025_01,True,True
scen_000025,alt_scen_000025_00011,inc_scen_000025_01,True,True
scen_000025,alt_scen_000025_00012,inc_scen_000025_01,True,True
scen_000025,alt_scen_000025_00013,inc_scen_000025_01,True,True
scen_000025,alt_scen_000025_00014,inc_scen_000025_01,True,True
scen_000025,alt_scen_000025_00015,inc_scen_000025_01,True,False
scen_000025,alt_scen_000025_00016,inc_scen_000025_01,True,True
scen_000025,alt_scen_000025_00017,inc_scen_000025_01,True,True
scen_000025,alt_scen_000025_00018,inc_scen_000025_01,True,False
scen_000025,alt_scen_000025_00019,inc_scen_000025_01,True,True
scen_000025,alt_scen_000025_00020,inc_scen_000025_01,True,True
scen_000025,alt_scen_000025_00021,inc_scen_000025_01,True,True
scen_000025,alt_scen_000025_00022,inc_scen_000025_01,True,True
scen_000025,alt_scen_000025_00023,inc_scen_000025_01,True,True
scen_000025,alt_scen_000025_00024,inc_scen_000025_01,True,True
scen_000025,alt_scen_000025_00025,inc_scen_000025_01,True,True
scen_000025,alt_scen_000025_00026,,False,False
scen_000025,alt_scen_000025_00027,,False,False
scen_000025,alt_scen_000025_00028,,False,False
scen_000026,alt_scen_000026_00001,,False,False
scen_000026,alt_scen_000026_00002,,False,False
scen_000026,alt_scen_000026_00003,,False,False
scen_000026,alt_scen_000026_00004,,False,False
scen_000027,alt_scen_000027_00001,,False,False
scen_000027,alt_scen_000027_00002,,False,False
scen_000027,alt_scen_000027_00003,,False,False
scen_000027,alt_scen_000027_00004,,False,False
scen_000027,alt_scen_000027_00005,,False,False
scen_000027,alt_scen_000027_00006,,False,False
scen_000028,alt_scen_000028_00001,,False,False
scen_000028,alt_scen_000028_00002,,False,False
scen_000028,alt_scen_000028_00003,,False,False
scen_000029,alt_scen_000029_00001,,False,False
scen_000029,alt_scen_000029_00002,,False,False
scen_000029,alt_scen_000029_00003,,False,False
scen_000029,alt_scen_000029_00004,,False,False
scen_000030,alt_scen_000030_00001,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00002,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00003,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00004,inc_scen_000030_01,True,False
scen_000030,alt_scen_000030_00005,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00006,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00007,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00008,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00009,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00010,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00011,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00012,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00013,inc_scen_000030_01,True,False
scen_000030,alt_scen_000030_00014,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00015,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00016,inc_scen_000030_01,True,False
scen_000030,alt_scen_000030_00017,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00018,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00019,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00020,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00021,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00022,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00023,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00024,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00025,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00026,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00027,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00028,inc_scen_000030_01,True,False
scen_000030,alt_scen_000030_00029,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00030,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00031,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00032,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00033,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00034,inc_scen_000030_01,True,False
scen_000030,alt_scen_000030_00035,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00036,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00037,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00038,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00039,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00040,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00041,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00042,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00043,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00044,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00045,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00046,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00047,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00048,inc_scen_000030_01,True,False
scen_000030,alt_scen_000030_00049,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00050,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00051,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00052,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00053,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00054,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00055,inc_scen_000030_01,True,False
scen_000030,alt_scen_000030_00056,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00057,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00058,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00059,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00060,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00061,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00062,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00063,inc_scen_000030_01,True,True
scen_000030,alt_scen_000030_00064,,False,False
scen_000030,alt_scen_000030_00065,,False,False
scen_000030,alt_scen_000030_00066,,False,False
scen_000030,alt_scen_000030_00067,,False,False
scen_000030,alt_scen_000030_00068,,False,False
scen_000031,alt_scen_000031_00001,,False,False
scen_000031,alt_scen_000031_00002,,False,False
scen_000031,alt_scen_000031_00003,,False,False
scen_000031,alt_scen_000031_00004,,False,False
scen_000031,alt_scen_000031_00005,,False,False
scen_000032,alt_scen_000032_00001,,False,False
scen_000032,alt_scen_000032_00002,,False,False
scen_000032,alt_scen_000032_00003,,False,False
scen_000033,alt_scen_000033_00001,,False,False
scen_000033,alt_scen_000033_00002,,False,False
scen_000033,alt_scen_000033_00003,,False,False
scen_000033,alt_scen_000033_00004,,False,False
scen_000034,alt_scen_000034_00001,,False,False
scen_000034,alt_scen_000034_00002,,False,False
scen_000034,alt_scen_000034_00003,,False,False
scen_000034,alt_scen_000034_00004,,False,False
scen_000035,alt_scen_000035_00001,,False,False
scen_000035,alt_scen_000035_00002,,False,False
scen_000035,alt_scen_000035_00003,,False,False
scen_000035,alt_scen_000035_00004,,False,False
scen_000036,alt_scen_000036_00001,,False,False
scen_000036,alt_scen_000036_00002,,False,False
scen_000036,alt_scen_000036_00003,,False,False
scen_000036,alt_scen_000036_00004,,False,False
scen_000036,alt_scen_000036_00005,,False,False
scen_000036,alt_scen_000036_00006,,False,False
scen_000037,alt_scen_000037_00001,,False,False
scen_000037,alt_scen_000037_00002,,False,False
scen_000037,alt_scen_000037_00003,,False,False
scen_000038,alt_scen_000038_00001,inc_scen_000038_01,True,True
scen_000038,alt_scen_000038_00002,inc_scen_000038_01,True,True
