scenario_id,incident_id,source_node_id,target_node_id,parent_failure_node,propagation_level,propagation_delay_seconds,source_failure_time,target_failure_time,dependency_type,is_propagated
scen_000002,inc_scen_000002_01,node_09,node_14,node_09,5,3.75,2026-09-01T00:05:37.368064+00:00,2026-09-01T00:05:41.114930+00:00,HTTP,True
scen_000002,inc_scen_000002_01,node_09,node_19,node_09,5,15.28,2026-09-01T00:05:37.368064+00:00,2026-09-01T00:05:52.648397+00:00,DATABASE,True
scen_000002,inc_scen_000002_01,node_09,node_07,node_09,5,23.59,2026-09-01T00:05:37.368064+00:00,2026-09-01T00:06:00.954596+00:00,DNS,True
scen_000002,inc_scen_000002_01,node_00,node_01,node_00,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,DNS,False
scen_000002,inc_scen_000002_01,node_00,node_04,node_00,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,HTTP,False
scen_000002,inc_scen_000002_01,node_00,node_08,node_00,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,STORAGE,False
scen_000002,inc_scen_000002_01,node_00,node_16,node_00,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,MESSAGE_QUEUE,False
scen_000002,inc_scen_000002_01,node_00,node_32,node_00,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,DATABASE,False
scen_000002,inc_scen_000002_01,node_00,node_11,node_00,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,DATABASE,False
scen_000002,inc_scen_000002_01,node_00,node_07,node_00,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,CACHE,False
scen_000002,inc_scen_000002_01,node_00,node_10,node_00,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,MESSAGE_QUEUE,False
scen_000002,inc_scen_000002_01,node_01,node_02,node_01,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,MESSAGE_QUEUE,False
scen_000002,inc_scen_000002_01,node_01,node_11,node_01,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,STORAGE,False
scen_000002,inc_scen_000002_01,node_01,node_13,node_01,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,DNS,False
scen_000002,inc_scen_000002_01,node_01,node_26,node_01,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,MESSAGE_QUEUE,False
scen_000002,inc_scen_000002_01,node_02,node_03,node_02,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,HTTP,False
scen_000002,inc_scen_000002_01,node_02,node_05,node_02,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,DNS,False
scen_000002,inc_scen_000002_01,node_02,node_06,node_02,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,DNS,False
scen_000002,inc_scen_000002_01,node_04,node_20,node_04,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,DNS,False
scen_000002,inc_scen_000002_01,node_04,node_18,node_04,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,HTTP,False
scen_000002,inc_scen_000002_01,node_06,node_07,node_06,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,HTTP,False
scen_000002,inc_scen_000002_01,node_06,node_24,node_06,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,TCP,False
scen_000002,inc_scen_000002_01,node_07,node_10,node_07,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,STORAGE,False
scen_000002,inc_scen_000002_01,node_07,node_25,node_07,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,DNS,False
scen_000002,inc_scen_000002_01,node_11,node_30,node_11,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,MESSAGE_QUEUE,False
scen_000002,inc_scen_000002_01,node_12,node_15,node_12,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,DATABASE,False
scen_000002,inc_scen_000002_01,node_12,node_23,node_12,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,CACHE,False
scen_000002,inc_scen_000002_01,node_13,node_17,node_13,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,DNS,False
scen_000002,inc_scen_000002_01,node_13,node_22,node_13,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,MESSAGE_QUEUE,False
scen_000002,inc_scen_000002_01,node_13,node_27,node_13,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,HTTP,False
scen_000002,inc_scen_000002_01,node_13,node_21,node_13,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,HTTP,False
scen_000002,inc_scen_000002_01,node_13,node_04,node_13,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,MESSAGE_QUEUE,False
scen_000002,inc_scen_000002_01,node_13,node_14,node_13,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,TCP,False
scen_000002,inc_scen_000002_01,node_14,node_18,node_14,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,HTTP,False
scen_000002,inc_scen_000002_01,node_15,node_21,node_15,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,MESSAGE_QUEUE,False
scen_000002,inc_scen_000002_01,node_15,node_25,node_15,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,TCP,False
scen_000002,inc_scen_000002_01,node_15,node_17,node_15,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,MESSAGE_QUEUE,False
scen_000002,inc_scen_000002_01,node_16,node_03,node_16,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,DATABASE,False
scen_000002,inc_scen_000002_01,node_16,node_10,node_16,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,MESSAGE_QUEUE,False
scen_000002,inc_scen_000002_01,node_18,node_32,node_18,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,CACHE,False
scen_000002,inc_scen_000002_01,node_20,node_27,node_20,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,TCP,False
scen_000002,inc_scen_000002_01,node_21,node_28,node_21,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,TCP,False
scen_000002,inc_scen_000002_01,node_22,node_28,node_22,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,STORAGE,False
scen_000002,inc_scen_000002_01,node_22,node_16,node_22,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,DNS,False
scen_000002,inc_scen_000002_01,node_23,node_21,node_23,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,DATABASE,False
scen_000002,inc_scen_000002_01,node_25,node_09,node_25,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,DNS,False
scen_000002,inc_scen_000002_01,node_26,node_01,node_26,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,STORAGE,False
scen_000002,inc_scen_000002_01,node_27,node_11,node_27,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,CACHE,False
scen_000002,inc_scen_000002_01,node_32,node_10,node_32,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,TCP,False
scen_000002,inc_scen_000002_01,node_32,node_06,node_32,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,CACHE,False
scen_000003,inc_scen_000003_01,node_02,node_03,node_02,1,4.52,2026-09-01T00:05:00+00:00,2026-09-01T00:05:04.518719+00:00,MESSAGE_QUEUE,True
scen_000003,inc_scen_000003_01,node_02,node_07,node_02,1,13.56,2026-09-01T00:05:00+00:00,2026-09-01T00:05:13.555544+00:00,CACHE,True
scen_000003,inc_scen_000003_01,node_02,node_24,node_02,1,16.9,2026-09-01T00:05:00+00:00,2026-09-01T00:05:16.901384+00:00,STORAGE,True
scen_000003,inc_scen_000003_01,node_02,node_09,node_02,1,11.34,2026-09-01T00:05:00+00:00,2026-09-01T00:05:11.338637+00:00,HTTP,True
scen_000003,inc_scen_000003_01,node_02,node_10,node_02,1,7.76,2026-09-01T00:05:00+00:00,2026-09-01T00:05:07.761749+00:00,MESSAGE_QUEUE,True
scen_000003,inc_scen_000003_01,node_02,node_19,node_02,1,7.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:06.999675+00:00,DNS,True
scen_000003,inc_scen_000003_01,node_03,node_04,node_03,2,3.09,2026-09-01T00:05:04.518719+00:00,2026-09-01T00:05:07.611314+00:00,MESSAGE_QUEUE,True
scen_000003,inc_scen_000003_01,node_03,node_06,node_03,2,4.12,2026-09-01T00:05:04.518719+00:00,2026-09-01T00:05:08.633994+00:00,TCP,True
scen_000003,inc_scen_000003_01,node_03,node_23,node_03,2,3.62,2026-09-01T00:05:04.518719+00:00,2026-09-01T00:05:08.142807+00:00,STORAGE,True
scen_000003,inc_scen_000003_01,node_03,node_20,node_03,2,11.75,2026-09-01T00:05:04.518719+00:00,2026-09-01T00:05:16.268838+00:00,MESSAGE_QUEUE,True
scen_000003,inc_scen_000003_01,node_07,node_11,node_07,2,14.88,2026-09-01T00:05:13.555544+00:00,2026-09-01T00:05:28.430817+00:00,TCP,True
scen_000003,inc_scen_000003_01,node_24,node_17,node_24,2,2.99,2026-09-01T00:05:16.901384+00:00,2026-09-01T00:05:19.889697+00:00,DATABASE,True
scen_000003,inc_scen_000003_01,node_24,node_16,node_24,2,3.6,2026-09-01T00:05:16.901384+00:00,2026-09-01T00:05:20.505042+00:00,STORAGE,True
scen_000003,inc_scen_000003_01,node_10,node_12,node_10,2,4.32,2026-09-01T00:05:07.761749+00:00,2026-09-01T00:05:12.080152+00:00,DNS,True
scen_000003,inc_scen_000003_01,node_19,node_26,node_19,2,25.39,2026-09-01T00:05:06.999675+00:00,2026-09-01T00:05:32.390495+00:00,CACHE,True
scen_000003,inc_scen_000003_01,node_19,node_01,node_19,2,1.88,2026-09-01T00:05:06.999675+00:00,2026-09-01T00:05:08.883092+00:00,DATABASE,True
scen_000003,inc_scen_000003_01,node_04,node_00,node_04,3,20.12,2026-09-01T00:05:07.611314+00:00,2026-09-01T00:05:27.731707+00:00,DATABASE,True
scen_000003,inc_scen_000003_01,node_06,node_18,node_06,3,3.1,2026-09-01T00:05:08.633994+00:00,2026-09-01T00:05:11.733085+00:00,TCP,True
scen_000003,inc_scen_000003_01,node_23,node_08,node_23,3,2.22,2026-09-01T00:05:08.142807+00:00,2026-09-01T00:05:10.357988+00:00,MESSAGE_QUEUE,True
scen_000003,inc_scen_000003_01,node_20,node_21,node_20,3,7.88,2026-09-01T00:05:16.268838+00:00,2026-09-01T00:05:24.146060+00:00,MESSAGE_QUEUE,True
scen_000003,inc_scen_000003_01,node_11,node_15,node_11,3,2.3,2026-09-01T00:05:28.430817+00:00,2026-09-01T00:05:30.731218+00:00,MESSAGE_QUEUE,True
scen_000003,inc_scen_000003_01,node_16,node_13,node_16,3,10.87,2026-09-01T00:05:20.505042+00:00,2026-09-01T00:05:31.378026+00:00,TCP,True
scen_000003,inc_scen_000003_01,node_00,node_05,node_00,4,14.08,2026-09-01T00:05:27.731707+00:00,2026-09-01T00:05:41.807425+00:00,DATABASE,True
scen_000003,inc_scen_000003_01,node_15,node_22,node_15,4,9.81,2026-09-01T00:05:30.731218+00:00,2026-09-01T00:05:40.545825+00:00,MESSAGE_QUEUE,True
scen_000003,inc_scen_000003_01,node_13,node_14,node_13,4,5.51,2026-09-01T00:05:31.378026+00:00,2026-09-01T00:05:36.890277+00:00,CACHE,True
scen_000003,inc_scen_000003_01,node_05,node_25,node_05,5,3.31,2026-09-01T00:05:41.807425+00:00,2026-09-01T00:05:45.114271+00:00,DATABASE,True
scen_000004,inc_scen_000004_01,gw_01,rec_01,gw_01,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,HTTP,False
scen_000004,inc_scen_000004_01,gw_01,search_node_1,gw_01,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,HTTP,False
scen_000004,inc_scen_000004_01,gw_01,search_node_2,gw_01,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,HTTP,False
scen_000004,inc_scen_000004_01,gw_01,search_node_3,gw_01,0,0.0,2026-09-01T00:05:00+00:00,2026-09-01T00:05:00+00:00,HTTP,False
