source,target,dependency_type,latency,criticality,scenario_id,topology_id
sub_svc_9,db_01,DATABASE,12.0,medium,scen_000001,top_0001
sub_svc_10,db_01,DATABASE,12.0,medium,scen_000001,top_0001
sub_svc_11,db_01,DATABASE,12.0,medium,scen_000001,top_0001
sub_svc_12,db_01,DATABASE,12.0,medium,scen_000001,top_0001
sub_svc_13,db_01,DATABASE,12.0,medium,scen_000001,top_0001
sub_svc_14,db_01,DATABASE,12.0,medium,scen_000001,top_0001
sub_svc_15,db_01,DATABASE,12.0,medium,scen_000001,top_0001
sub_svc_16,db_01,DATABASE,12.0,medium,scen_000001,top_0001
sub_svc_17,db_01,DATABASE,12.0,medium,scen_000001,top_0001
sub_svc_18,db_01,DATABASE,12.0,medium,scen_000001,top_0001
sub_svc_19,db_01,DATABASE,12.0,medium,scen_000001,top_0001
sub_svc_20,db_01,DATABASE,12.0,medium,scen_000001,top_0001
sub_svc_21,db_01,DATABASE,12.0,medium,scen_000001,top_0001
sub_svc_22,db_01,DATABASE,12.0,medium,scen_000001,top_0001
sub_svc_23,db_01,DATABASE,12.0,medium,scen_000001,top_0001
sub_svc_24,db_01,DATABASE,12.0,medium,scen_000001,top_0001
sub_svc_25,db_01,DATABASE,12.0,medium,scen_000001,top_0001
sub_svc_26,db_01,DATABASE,12.0,medium,scen_000001,top_0001
sub_svc_27,db_01,DATABASE,12.0,medium,scen_000001,top_0001
sub_svc_28,db_01,DATABASE,12.0,medium,scen_000001,top_0001
sub_svc_29,db_01,DATABASE,12.0,medium,scen_000001,top_0001
sub_svc_30,db_01,DATABASE,12.0,medium,scen_000001,top_0001
sub_svc_31,db_01,DATABASE,12.0,medium,scen_000001,top_0001
node_00,node_01,DNS,13.98245782983877,medium,scen_000002,top_0002
node_00,node_04,HTTP,34.51206468853533,medium,scen_000002,top_0002
node_00,node_08,STORAGE,28.89713832030484,medium,scen_000002,top_0002
node_00,node_16,MESSAGE_QUEUE,19.495692685748676,medium,scen_000002,top_0002
node_00,node_32,DATABASE,10.0,low,scen_000002,top_0002
node_00,node_11,DATABASE,10.0,low,scen_000002,top_0002
node_00,node_07,CACHE,10.0,low,scen_000002,top_0002
node_00,node_10,MESSAGE_QUEUE,10.0,low,scen_000002,top_0002
node_01,node_02,MESSAGE_QUEUE,17.262500292498448,medium,scen_000002,top_0002
node_01,node_11,STORAGE,12.152711161360788,medium,scen_000002,top_0002
node_01,node_13,DNS,16.95787333136887,medium,scen_000002,top_0002
node_01,node_26,MESSAGE_QUEUE,33.3129589901083,medium,scen_000002,top_0002
node_02,node_03,HTTP,34.02229772415537,medium,scen_000002,top_0002
node_02,node_05,DNS,11.092014440102483,medium,scen_000002,top_0002
node_02,node_06,DNS,32.60449013274227,medium,scen_000002,top_0002
node_03,node_09,CACHE,27.101138828349775,medium,scen_000002,top_0002
node_04,node_20,DNS,2.017696549000564,medium,scen_000002,top_0002
node_04,node_18,HTTP,10.0,low,scen_000002,top_0002
node_06,node_07,HTTP,5.448708306249387,medium,scen_000002,top_0002
node_06,node_24,TCP,10.0,low,scen_000002,top_0002
node_07,node_10,STORAGE,21.901064051545077,medium,scen_000002,top_0002
node_07,node_25,DNS,14.363672676645274,medium,scen_000002,top_0002
node_09,node_12,TCP,32.95616854168574,medium,scen_000002,top_0002
node_09,node_14,HTTP,6.723846191446626,medium,scen_000002,top_0002
node_09,node_19,DATABASE,2.3344897581427975,medium,scen_000002,top_0002
node_09,node_07,DNS,10.0,low,scen_000002,top_0002
node_11,node_30,MESSAGE_QUEUE,14.08303466960826,medium,scen_000002,top_0002
node_12,node_15,DATABASE,31.357362904551977,medium,scen_000002,top_0002
node_12,node_23,CACHE,13.305300623818779,medium,scen_000002,top_0002
node_12,node_17,DNS,10.0,low,scen_000002,top_0002
node_13,node_17,DNS,11.920074804437135,medium,scen_000002,top_0002
node_13,node_22,MESSAGE_QUEUE,10.569346071124933,medium,scen_000002,top_0002
node_13,node_27,HTTP,9.072289559641197,medium,scen_000002,top_0002
node_13,node_21,HTTP,10.0,low,scen_000002,top_0002
node_13,node_04,MESSAGE_QUEUE,10.0,low,scen_000002,top_0002
node_13,node_14,TCP,10.0,low,scen_000002,top_0002
node_14,node_18,HTTP,5.441077628368952,medium,scen_000002,top_0002
node_14,node_19,DATABASE,10.0,low,scen_000002,top_0002
node_15,node_21,MESSAGE_QUEUE,4.968513426228116,medium,scen_000002,top_0002
node_15,node_25,TCP,10.0,low,scen_000002,top_0002
node_15,node_17,MESSAGE_QUEUE,10.0,low,scen_000002,top_0002
node_16,node_03,DATABASE,10.0,low,scen_000002,top_0002
node_16,node_10,MESSAGE_QUEUE,10.0,low,scen_000002,top_0002
node_17,node_29,HTTP,22.835357188712297,medium,scen_000002,top_0002
node_17,node_31,DNS,24.867383574189876,medium,scen_000002,top_0002
node_18,node_32,CACHE,28.03383521709275,medium,scen_000002,top_0002
node_19,node_24,DNS,8.164138686904113,medium,scen_000002,top_0002
node_20,node_27,TCP,10.0,low,scen_000002,top_0002
node_21,node_28,TCP,10.0,low,scen_000002,top_0002
node_22,node_28,STORAGE,13.656436348780876,medium,scen_000002,top_0002
node_22,node_16,DNS,10.0,low,scen_000002,top_0002
node_23,node_21,DATABASE,10.0,low,scen_000002,top_0002
node_24,node_05,MESSAGE_QUEUE,10.0,low,scen_000002,top_0002
node_25,node_09,DNS,10.0,low,scen_000002,top_0002
node_26,node_01,STORAGE,10.0,low,scen_000002,top_0002
node_27,node_11,CACHE,10.0,low,scen_000002,top_0002
node_29,node_03,TCP,10.0,low,scen_000002,top_0002
node_29,node_24,DNS,10.0,low,scen_000002,top_0002
node_31,node_17,MESSAGE_QUEUE,10.0,low,scen_000002,top_0002
node_32,node_10,TCP,10.0,low,scen_000002,top_0002
node_32,node_06,CACHE,10.0,low,scen_000002,top_0002
node_00,node_01,STORAGE,12.139725194103997,medium,scen_000003,top_0003
node_00,node_05,DATABASE,6.76178779003702,medium,scen_000003,top_0003
node_01,node_02,HTTP,22.276699520172475,medium,scen_000003,top_0003
node_01,node_08,CACHE,22.70808449915594,medium,scen_000003,top_0003
node_01,node_13,TCP,10.0,low,scen_000003,top_0003
node_02,node_03,MESSAGE_QUEUE,21.05318975927444,medium,scen_000003,top_0003
node_02,node_07,CACHE,9.20722093231359,medium,scen_000003,top_0003
node_02,node_24,STORAGE,15.664705665234957,medium,scen_000003,top_0003
node_02,node_09,HTTP,10.0,low,scen_000003,top_0003
node_02,node_10,MESSAGE_QUEUE,10.0,low,scen_000003,top_0003
node_02,node_19,DNS,10.0,low,scen_000003,top_0003
node_03,node_04,MESSAGE_QUEUE,16.31329944741585,medium,scen_000003,top_0003
node_03,node_06,TCP,32.73223516354454,medium,scen_000003,top_0003
node_03,node_23,STORAGE,28.53386530023879,medium,scen_000003,top_0003
node_03,node_20,MESSAGE_QUEUE,10.0,low,scen_000003,top_0003
node_04,node_00,DATABASE,10.0,low,scen_000003,top_0003
node_05,node_09,CACHE,9.926915597099972,medium,scen_000003,top_0003
node_05,node_10,STORAGE,5.169838666218883,medium,scen_000003,top_0003
node_05,node_25,DATABASE,18.14319063087552,medium,scen_000003,top_0003
node_06,node_18,TCP,10.621971935637884,medium,scen_000003,top_0003
node_06,node_23,MESSAGE_QUEUE,10.0,low,scen_000003,top_0003
node_07,node_11,TCP,4.923097632942083,medium,scen_000003,top_0003
node_07,node_02,MESSAGE_QUEUE,10.0,low,scen_000003,top_0003
node_08,node_13,STORAGE,20.06344746742045,medium,scen_000003,top_0003
node_10,node_12,DNS,25.66411341778113,medium,scen_000003,top_0003
node_10,node_17,MESSAGE_QUEUE,10.290869503775612,medium,scen_000003,top_0003
node_11,node_15,MESSAGE_QUEUE,31.37114472128521,medium,scen_000003,top_0003
node_11,node_19,STORAGE,20.671713187052468,medium,scen_000003,top_0003
node_11,node_03,DNS,10.0,low,scen_000003,top_0003
node_12,node_20,CACHE,12.619536370261972,medium,scen_000003,top_0003
node_13,node_14,CACHE,31.185428168362964,medium,scen_000003,top_0003
node_13,node_15,CACHE,10.0,low,scen_000003,top_0003
node_14,node_16,CACHE,25.904919620031794,medium,scen_000003,top_0003
node_15,node_21,CACHE,12.879266187400733,medium,scen_000003,top_0003
node_15,node_22,MESSAGE_QUEUE,23.96959741446319,medium,scen_000003,top_0003
node_16,node_13,TCP,10.0,low,scen_000003,top_0003
node_17,node_19,MESSAGE_QUEUE,10.0,low,scen_000003,top_0003
node_17,node_00,TCP,10.0,low,scen_000003,top_0003
node_18,node_15,TCP,10.0,low,scen_000003,top_0003
node_19,node_26,CACHE,26.000379703441432,medium,scen_000003,top_0003
node_19,node_01,DATABASE,10.0,low,scen_000003,top_0003
node_20,node_21,MESSAGE_QUEUE,10.0,low,scen_000003,top_0003
node_21,node_18,DNS,10.0,low,scen_000003,top_0003
node_21,node_26,HTTP,10.0,low,scen_000003,top_0003
node_22,node_10,STORAGE,10.0,low,scen_000003,top_0003
node_23,node_10,CACHE,10.0,low,scen_000003,top_0003
node_23,node_08,MESSAGE_QUEUE,10.0,low,scen_000003,top_0003
node_24,node_17,DATABASE,10.0,low,scen_000003,top_0003
node_24,node_16,STORAGE,10.0,low,scen_000003,top_0003
node_25,node_04,HTTP,10.0,low,scen_000003,top_0003
node_26,node_15,DNS,10.0,low,scen_000003,top_0003
gw_01,rec_01,HTTP,15.0,high,scen_000004,top_0004
gw_01,search_node_1,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_2,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_3,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_4,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_5,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_6,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_7,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_8,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_9,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_10,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_11,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_12,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_13,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_14,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_15,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_16,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_17,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_18,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_19,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_20,HTTP,12.0,medium,scen_000004,top_0004
rec_01,redis_01,CACHE,2.0,critical,scen_000004,top_0004
rec_01,es_01,HTTP,18.0,high,scen_000004,top_0004
rec_01,mongo_01,DATABASE,14.0,high,scen_000004,top_0004
search_node_1,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_2,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_3,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_4,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_5,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_6,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_7,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_8,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_9,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_10,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_11,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_12,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_13,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_14,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_15,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_16,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_17,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_18,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_19,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_20,es_01,HTTP,20.0,high,scen_000004,top_0004
gw_01,rec_01,HTTP,15.0,high,scen_000005,top_0005
gw_01,search_node_1,HTTP,12.0,medium,scen_000005,top_0005
gw_01,search_node_2,HTTP,12.0,medium,scen_000005,top_0005
gw_01,search_node_3,HTTP,12.0,medium,scen_000005,top_0005
gw_01,search_node_4,HTTP,12.0,medium,scen_000005,top_0005
gw_01,search_node_5,HTTP,12.0,medium,scen_000005,top_0005
gw_01,search_node_6,HTTP,12.0,medium,scen_000005,top_0005
gw_01,search_node_7,HTTP,12.0,medium,scen_000005,top_0005
gw_01,search_node_8,HTTP,12.0,medium,scen_000005,top_0005
gw_01,search_node_9,HTTP,12.0,medium,scen_000005,top_0005
gw_01,search_node_10,HTTP,12.0,medium,scen_000005,top_0005
gw_01,search_node_11,HTTP,12.0,medium,scen_000005,top_0005
rec_01,redis_01,CACHE,2.0,critical,scen_000005,top_0005
rec_01,es_01,HTTP,18.0,high,scen_000005,top_0005
rec_01,mongo_01,DATABASE,14.0,high,scen_000005,top_0005
search_node_1,es_01,HTTP,20.0,high,scen_000005,top_0005
search_node_2,es_01,HTTP,20.0,high,scen_000005,top_0005
search_node_3,es_01,HTTP,20.0,high,scen_000005,top_0005
search_node_4,es_01,HTTP,20.0,high,scen_000005,top_0005
search_node_5,es_01,HTTP,20.0,high,scen_000005,top_0005
search_node_6,es_01,HTTP,20.0,high,scen_000005,top_0005
search_node_7,es_01,HTTP,20.0,high,scen_000005,top_0005
search_node_8,es_01,HTTP,20.0,high,scen_000005,top_0005
search_node_9,es_01,HTTP,20.0,high,scen_000005,top_0005
search_node_10,es_01,HTTP,20.0,high,scen_000005,top_0005
search_node_11,es_01,HTTP,20.0,high,scen_000005,top_0005
node_00,node_01,TCP,27.633922543428874,medium,scen_000006,top_0006
node_00,node_04,DNS,3.15220160769392,medium,scen_000006,top_0006
node_00,node_07,HTTP,24.666701943236145,medium,scen_000006,top_0006
node_00,node_09,CACHE,8.390905632774523,medium,scen_000006,top_0006
node_01,node_02,STORAGE,8.517675199950446,medium,scen_000006,top_0006
node_01,node_03,STORAGE,20.2252180107612,medium,scen_000006,top_0006
node_01,node_10,DNS,15.60295671388812,medium,scen_000006,top_0006
node_01,node_15,STORAGE,17.677105984847064,medium,scen_000006,top_0006
node_01,node_13,STORAGE,10.0,low,scen_000006,top_0006
node_02,node_06,MESSAGE_QUEUE,14.235543572405724,medium,scen_000006,top_0006
node_02,node_03,CACHE,10.0,low,scen_000006,top_0006
node_03,node_05,DATABASE,2.5089261503928757,medium,scen_000006,top_0006
node_03,node_18,DATABASE,10.0,low,scen_000006,top_0006
node_04,node_08,DNS,18.963280930068382,medium,scen_000006,top_0006
node_04,node_14,HTTP,33.52653637640113,medium,scen_000006,top_0006
node_04,node_16,CACHE,10.0,low,scen_000006,top_0006
node_06,node_11,TCP,24.942190095900887,medium,scen_000006,top_0006
node_07,node_12,CACHE,5.595504610030443,medium,scen_000006,top_0006
node_07,node_17,MESSAGE_QUEUE,10.0,low,scen_000006,top_0006
node_07,node_05,TCP,10.0,low,scen_000006,top_0006
node_07,node_14,CACHE,10.0,low,scen_000006,top_0006
node_08,node_15,DATABASE,10.0,low,scen_000006,top_0006
node_09,node_13,MESSAGE_QUEUE,26.587022399533492,medium,scen_000006,top_0006
node_09,node_15,HTTP,10.0,low,scen_000006,top_0006
node_10,node_18,MESSAGE_QUEUE,21.78142214514728,medium,scen_000006,top_0006
node_10,node_12,STORAGE,10.0,low,scen_000006,top_0006
node_11,node_16,DATABASE,26.099790385371747,medium,scen_000006,top_0006
node_11,node_09,DATABASE,10.0,low,scen_000006,top_0006
node_11,node_03,CACHE,10.0,low,scen_000006,top_0006
node_12,node_17,CACHE,23.42838508827309,medium,scen_000006,top_0006
node_12,node_04,CACHE,10.0,low,scen_000006,top_0006
node_16,node_02,DNS,10.0,low,scen_000006,top_0006
node_16,node_03,DATABASE,10.0,low,scen_000006,top_0006
node_17,node_05,STORAGE,10.0,low,scen_000006,top_0006
node_18,node_09,STORAGE,10.0,low,scen_000006,top_0006
node_18,node_04,HTTP,10.0,low,scen_000006,top_0006
node_00,node_01,TCP,11.000097006044415,medium,scen_000007,top_0007
node_00,node_03,MESSAGE_QUEUE,12.217466951022502,medium,scen_000007,top_0007
node_00,node_08,TCP,30.067813951145983,medium,scen_000007,top_0007
node_00,node_19,MESSAGE_QUEUE,29.320459498291804,medium,scen_000007,top_0007
node_00,node_09,HTTP,10.0,low,scen_000007,top_0007
node_01,node_02,DATABASE,9.732764541286176,medium,scen_000007,top_0007
node_01,node_06,CACHE,22.26538155984188,medium,scen_000007,top_0007
node_01,node_09,CACHE,15.979164859214785,medium,scen_000007,top_0007
node_01,node_15,HTTP,11.967559968075506,medium,scen_000007,top_0007
node_01,node_10,CACHE,10.0,low,scen_000007,top_0007
node_02,node_04,DNS,23.661760576763612,medium,scen_000007,top_0007
node_02,node_05,DNS,21.899121351482886,medium,scen_000007,top_0007
node_03,node_07,DNS,17.27126595128526,medium,scen_000007,top_0007
node_03,node_10,MESSAGE_QUEUE,11.290722300814297,medium,scen_000007,top_0007
node_03,node_11,STORAGE,4.127206467130363,medium,scen_000007,top_0007
node_03,node_24,TCP,10.0,low,scen_000007,top_0007
node_04,node_12,DNS,27.834730735904316,medium,scen_000007,top_0007
node_04,node_13,CACHE,10.337232399193825,medium,scen_000007,top_0007
node_05,node_18,CACHE,10.0,low,scen_000007,top_0007
node_06,node_16,TCP,34.16065183993081,medium,scen_000007,top_0007
node_06,node_17,DATABASE,10.620693310891667,medium,scen_000007,top_0007
node_06,node_01,HTTP,10.0,low,scen_000007,top_0007
node_09,node_18,DNS,20.291548275102095,medium,scen_000007,top_0007
node_10,node_15,CACHE,10.0,low,scen_000007,top_0007
node_10,node_19,MESSAGE_QUEUE,10.0,low,scen_000007,top_0007
node_13,node_14,TCP,28.59998941117643,medium,scen_000007,top_0007
node_13,node_20,TCP,9.25015427963148,medium,scen_000007,top_0007
node_13,node_22,MESSAGE_QUEUE,29.557974728215484,medium,scen_000007,top_0007
node_13,node_17,CACHE,10.0,low,scen_000007,top_0007
node_13,node_11,DATABASE,10.0,low,scen_000007,top_0007
node_13,node_10,MESSAGE_QUEUE,10.0,low,scen_000007,top_0007
node_14,node_07,HTTP,10.0,low,scen_000007,top_0007
node_14,node_12,CACHE,10.0,low,scen_000007,top_0007
node_16,node_06,CACHE,10.0,low,scen_000007,top_0007
node_16,node_05,HTTP,10.0,low,scen_000007,top_0007
node_17,node_23,DATABASE,29.353481908916024,medium,scen_000007,top_0007
node_18,node_24,STORAGE,13.78695629642494,medium,scen_000007,top_0007
node_18,node_06,HTTP,10.0,low,scen_000007,top_0007
node_18,node_03,MESSAGE_QUEUE,10.0,low,scen_000007,top_0007
node_19,node_21,DNS,14.50577085437139,medium,scen_000007,top_0007
node_19,node_13,DATABASE,10.0,low,scen_000007,top_0007
node_20,node_18,HTTP,10.0,low,scen_000007,top_0007
node_21,node_23,MESSAGE_QUEUE,10.0,low,scen_000007,top_0007
node_22,node_14,STORAGE,10.0,low,scen_000007,top_0007
node_23,node_24,TCP,10.0,low,scen_000007,top_0007
node_23,node_03,STORAGE,10.0,low,scen_000007,top_0007
node_24,node_00,CACHE,10.0,low,scen_000007,top_0007
gw_01,auth_01,HTTP,10.0,high,scen_000008,top_0008
gw_01,order_01,HTTP,15.0,critical,scen_000008,top_0008
gw_01,ecom_aux_1,HTTP,15.0,low,scen_000008,top_0008
gw_01,ecom_aux_2,HTTP,15.0,low,scen_000008,top_0008
gw_01,ecom_aux_3,HTTP,15.0,low,scen_000008,top_0008
gw_01,ecom_aux_4,HTTP,15.0,low,scen_000008,top_0008
gw_01,ecom_aux_5,HTTP,15.0,low,scen_000008,top_0008
gw_01,ecom_aux_6,HTTP,15.0,low,scen_000008,top_0008
gw_01,ecom_aux_7,HTTP,15.0,low,scen_000008,top_0008
gw_01,ecom_aux_8,HTTP,15.0,low,scen_000008,top_0008
gw_01,ecom_aux_9,HTTP,15.0,low,scen_000008,top_0008
order_01,pay_01,HTTP,25.0,critical,scen_000008,top_0008
order_01,inv_01,HTTP,20.0,high,scen_000008,top_0008
order_01,cache_01,CACHE,3.0,high,scen_000008,top_0008
order_01,mq_01,MESSAGE_QUEUE,5.0,medium,scen_000008,top_0008
pay_01,db_master,DATABASE,10.0,critical,scen_000008,top_0008
inv_01,db_master,DATABASE,12.0,high,scen_000008,top_0008
ecom_aux_1,cache_01,CACHE,4.0,low,scen_000008,top_0008
ecom_aux_2,cache_01,CACHE,4.0,low,scen_000008,top_0008
ecom_aux_3,cache_01,CACHE,4.0,low,scen_000008,top_0008
ecom_aux_4,cache_01,CACHE,4.0,low,scen_000008,top_0008
ecom_aux_5,cache_01,CACHE,4.0,low,scen_000008,top_0008
ecom_aux_6,cache_01,CACHE,4.0,low,scen_000008,top_0008
ecom_aux_7,cache_01,CACHE,4.0,low,scen_000008,top_0008
ecom_aux_8,cache_01,CACHE,4.0,low,scen_000008,top_0008
ecom_aux_9,cache_01,CACHE,4.0,low,scen_000008,top_0008
ingest_01,kafka_broker,MESSAGE_QUEUE,5.0,critical,scen_000009,top_0009
kafka_broker,notif_01,MESSAGE_QUEUE,10.0,high,scen_000009,top_0009
kafka_broker,user_01,MESSAGE_QUEUE,12.0,medium,scen_000009,top_0009
kafka_broker,consumer_1,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_2,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_3,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_4,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_5,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_6,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_7,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_8,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_9,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_10,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_11,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_12,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_13,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_14,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_15,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_16,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_17,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_18,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_19,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_20,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_21,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_22,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_23,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_24,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_25,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_26,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_27,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
kafka_broker,consumer_28,MESSAGE_QUEUE,8.0,low,scen_000009,top_0009
notif_01,db_event,DATABASE,15.0,high,scen_000009,top_0009
consumer_1,db_event,DATABASE,10.0,low,scen_000009,top_0009
consumer_2,db_event,DATABASE,10.0,low,scen_000009,top_0009
