scenario_id,alert_id,timestamp,alert_type,source_node,service_name,severity,metric,observed_value,threshold,alert_message
scen_000030,alt_scen_000030_00002,2026-09-01T00:05:00Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,98.38,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00003,2026-09-01T00:05:10Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,99.76,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00004,2026-09-01T00:05:14.787923Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,99.76,90.0,DUPLICATE: Database connection pool saturated
scen_000030,alt_scen_000030_00005,2026-09-01T00:05:20Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,97.62,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00006,2026-09-01T00:05:30Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,99.02,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00007,2026-09-01T00:05:50Z,ErrorRateElevated,consumer_1,kafka_consumer_1,critical,error_rate_percent,28.89,10.0,Error rate threshold exceeded
scen_000030,alt_scen_000030_00008,2026-09-01T00:06:20Z,ErrorRateElevated,consumer_1,kafka_consumer_1,critical,error_rate_percent,43.31,10.0,Error rate threshold exceeded
scen_000030,alt_scen_000030_00009,2026-09-01T00:06:50Z,ErrorRateElevated,consumer_1,kafka_consumer_1,critical,error_rate_percent,26.32,10.0,Error rate threshold exceeded
scen_000030,alt_scen_000030_00010,2026-09-01T00:07:10Z,ErrorRateElevated,consumer_1,kafka_consumer_1,critical,error_rate_percent,22.26,10.0,Error rate threshold exceeded
scen_000030,alt_scen_000030_00066,2026-09-01T00:07:16Z,TransientSpikeWarning,notif_01,notification_service,warning,cpu_usage_percent,78.5,75.0,Transient CPU spike detected on idle node
scen_000030,alt_scen_000030_00011,2026-09-01T00:07:40Z,ErrorRateElevated,consumer_1,kafka_consumer_1,critical,error_rate_percent,43.99,10.0,Error rate threshold exceeded
scen_000030,alt_scen_000030_00012,2026-09-01T00:07:40Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,95.75,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00013,2026-09-01T00:07:41.539399Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,95.75,90.0,DUPLICATE: Database connection pool saturated
scen_000030,alt_scen_000030_00014,2026-09-01T00:07:50Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,97.17,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00016,2026-09-01T00:08:19.608976Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,98.33,90.0,DUPLICATE: Database connection pool saturated
scen_000030,alt_scen_000030_00015,2026-09-01T00:08:20Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,98.33,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00017,2026-09-01T00:09:30Z,ErrorRateElevated,consumer_1,kafka_consumer_1,critical,error_rate_percent,33.54,10.0,Error rate threshold exceeded
scen_000030,alt_scen_000030_00018,2026-09-01T00:09:50Z,ErrorRateElevated,consumer_1,kafka_consumer_1,critical,error_rate_percent,44.43,10.0,Error rate threshold exceeded
scen_000030,alt_scen_000030_00064,2026-09-01T00:09:50Z,TransientSpikeWarning,consumer_3,kafka_consumer_3,warning,cpu_usage_percent,78.5,75.0,Transient CPU spike detected on idle node
scen_000030,alt_scen_000030_00019,2026-09-01T00:10:00Z,ErrorRateElevated,consumer_1,kafka_consumer_1,critical,error_rate_percent,42.14,10.0,Error rate threshold exceeded
scen_000030,alt_scen_000030_00020,2026-09-01T00:10:00Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,98.79,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00067,2026-09-01T00:10:06Z,TransientSpikeWarning,consumer_7,kafka_consumer_7,warning,cpu_usage_percent,78.5,75.0,Transient CPU spike detected on idle node
scen_000030,alt_scen_000030_00021,2026-09-01T00:10:30Z,ErrorRateElevated,consumer_1,kafka_consumer_1,critical,error_rate_percent,23.47,10.0,Error rate threshold exceeded
scen_000030,alt_scen_000030_00022,2026-09-01T00:10:40Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,97.87,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00023,2026-09-01T00:11:00Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,95.74,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00024,2026-09-01T00:11:20Z,ErrorRateElevated,consumer_1,kafka_consumer_1,critical,error_rate_percent,35.49,10.0,Error rate threshold exceeded
scen_000030,alt_scen_000030_00025,2026-09-01T00:11:40Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,98.32,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00026,2026-09-01T00:11:50Z,ErrorRateElevated,consumer_1,kafka_consumer_1,critical,error_rate_percent,38.67,10.0,Error rate threshold exceeded
scen_000030,alt_scen_000030_00027,2026-09-01T00:11:50Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,99.08,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00028,2026-09-01T00:11:53.350308Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,99.08,90.0,DUPLICATE: Database connection pool saturated
scen_000030,alt_scen_000030_00029,2026-09-01T00:12:20Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,95.44,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00030,2026-09-01T00:12:30Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,97.02,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00031,2026-09-01T00:12:50Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,97.77,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00032,2026-09-01T00:13:00Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,98.66,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00033,2026-09-01T00:13:10Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,99.27,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00034,2026-09-01T00:13:11.997583Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,99.27,90.0,DUPLICATE: Database connection pool saturated
scen_000030,alt_scen_000030_00035,2026-09-01T00:13:30Z,ErrorRateElevated,consumer_1,kafka_consumer_1,critical,error_rate_percent,39.41,10.0,Error rate threshold exceeded
scen_000030,alt_scen_000030_00036,2026-09-01T00:13:50Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,97.73,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00037,2026-09-01T00:14:00Z,ErrorRateElevated,consumer_1,kafka_consumer_1,critical,error_rate_percent,22.97,10.0,Error rate threshold exceeded
scen_000030,alt_scen_000030_00038,2026-09-01T00:14:20Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,96.08,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00039,2026-09-01T00:14:30Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,98.77,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00040,2026-09-01T00:14:40Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,95.4,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00041,2026-09-01T00:14:50Z,ErrorRateElevated,consumer_1,kafka_consumer_1,critical,error_rate_percent,33.41,10.0,Error rate threshold exceeded
scen_000030,alt_scen_000030_00042,2026-09-01T00:15:00Z,ErrorRateElevated,consumer_1,kafka_consumer_1,critical,error_rate_percent,34.13,10.0,Error rate threshold exceeded
scen_000030,alt_scen_000030_00043,2026-09-01T00:15:00Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,98.09,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00044,2026-09-01T00:15:10Z,ErrorRateElevated,consumer_1,kafka_consumer_1,critical,error_rate_percent,23.5,10.0,Error rate threshold exceeded
scen_000030,alt_scen_000030_00045,2026-09-01T00:15:10Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,95.8,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00046,2026-09-01T00:15:50Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,98.99,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00047,2026-09-01T00:16:00Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,97.75,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00048,2026-09-01T00:16:03.728822Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,97.75,90.0,DUPLICATE: Database connection pool saturated
scen_000030,alt_scen_000030_00065,2026-09-01T00:16:19Z,TransientSpikeWarning,consumer_2,kafka_consumer_2,warning,cpu_usage_percent,78.5,75.0,Transient CPU spike detected on idle node
scen_000030,alt_scen_000030_00049,2026-09-01T00:16:30Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,97.1,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00050,2026-09-01T00:16:50Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,95.56,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00051,2026-09-01T00:17:10Z,ErrorRateElevated,consumer_1,kafka_consumer_1,critical,error_rate_percent,39.08,10.0,Error rate threshold exceeded
scen_000030,alt_scen_000030_00052,2026-09-01T00:17:40Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,97.91,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00053,2026-09-01T00:18:20Z,ErrorRateElevated,consumer_1,kafka_consumer_1,critical,error_rate_percent,39.38,10.0,Error rate threshold exceeded
scen_000030,alt_scen_000030_00055,2026-09-01T00:18:26.184841Z,ErrorRateElevated,consumer_1,kafka_consumer_1,critical,error_rate_percent,26.94,10.0,DUPLICATE: Error rate threshold exceeded
scen_000030,alt_scen_000030_00054,2026-09-01T00:18:30Z,ErrorRateElevated,consumer_1,kafka_consumer_1,critical,error_rate_percent,26.94,10.0,Error rate threshold exceeded
scen_000030,alt_scen_000030_00056,2026-09-01T00:18:30Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,98.08,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00057,2026-09-01T00:18:40Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,96.79,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00058,2026-09-01T00:18:50Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,99.67,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00059,2026-09-01T00:19:00Z,ErrorRateElevated,consumer_1,kafka_consumer_1,critical,error_rate_percent,33.0,10.0,Error rate threshold exceeded
scen_000030,alt_scen_000030_00060,2026-09-01T00:19:00Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,98.56,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00061,2026-09-01T00:19:20Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,98.6,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00062,2026-09-01T00:19:40Z,DbConnectionPoolSaturated,consumer_1,kafka_consumer_1,warning,connection_pool_usage,95.1,90.0,Database connection pool saturated
scen_000030,alt_scen_000030_00063,2026-09-01T00:20:00Z,ErrorRateElevated,consumer_1,kafka_consumer_1,critical,error_rate_percent,24.44,10.0,Error rate threshold exceeded
scen_000031,alt_scen_000031_00003,2026-09-01T00:03:00Z,TransientSpikeWarning,node_01,mesh_svc_1,warning,cpu_usage_percent,78.5,75.0,Transient CPU spike detected on idle node
scen_000031,alt_scen_000031_00001,2026-09-01T00:08:17Z,TransientSpikeWarning,node_10,mesh_svc_10,warning,cpu_usage_percent,78.5,75.0,Transient CPU spike detected on idle node
scen_000031,alt_scen_000031_00004,2026-09-01T00:09:00Z,TransientSpikeWarning,node_13,mesh_svc_13,warning,cpu_usage_percent,78.5,75.0,Transient CPU spike detected on idle node
scen_000031,alt_scen_000031_00002,2026-09-01T00:16:14Z,TransientSpikeWarning,node_25,mesh_svc_25,warning,cpu_usage_percent,78.5,75.0,Transient CPU spike detected on idle node
scen_000031,alt_scen_000031_00005,2026-09-01T00:16:30Z,TransientSpikeWarning,node_09,mesh_svc_9,warning,cpu_usage_percent,78.5,75.0,Transient CPU spike detected on idle node
scen_000032,alt_scen_000032_00002,2026-09-01T00:02:18Z,TransientSpikeWarning,node_01,mesh_svc_1,warning,cpu_usage_percent,78.5,75.0,Transient CPU spike detected on idle node
scen_000032,alt_scen_000032_00003,2026-09-01T00:03:18Z,TransientSpikeWarning,node_01,mesh_svc_1,warning,cpu_usage_percent,78.5,75.0,Transient CPU spike detected on idle node
scen_000032,alt_scen_000032_00001,2026-09-01T00:15:23Z,TransientSpikeWarning,node_08,mesh_svc_8,warning,cpu_usage_percent,78.5,75.0,Transient CPU spike detected on idle node
scen_000033,alt_scen_000033_00002,2026-09-01T00:01:08Z,TransientSpikeWarning,node_03,mesh_svc_3,warning,cpu_usage_percent,78.5,75.0,Transient CPU spike detected on idle node
scen_000033,alt_scen_000033_00004,2026-09-01T00:08:13Z,TransientSpikeWarning,node_00,mesh_svc_0,warning,cpu_usage_percent,78.5,75.0,Transient CPU spike detected on idle node
scen_000033,alt_scen_000033_00003,2026-09-01T00:08:20Z,TransientSpikeWarning,node_10,mesh_svc_10,warning,cpu_usage_percent,78.5,75.0,Transient CPU spike detected on idle node
scen_000033,alt_scen_000033_00001,2026-09-01T00:10:19Z,TransientSpikeWarning,node_11,mesh_svc_11,warning,cpu_usage_percent,78.5,75.0,Transient CPU spike detected on idle node
scen_000034,alt_scen_000034_00003,2026-09-01T00:06:16Z,TransientSpikeWarning,consumer_6,kafka_consumer_6,warning,cpu_usage_percent,78.5,75.0,Transient CPU spike detected on idle node
