source,target,dependency_type,latency,criticality,scenario_id,topology_id
node_19,node_01,DATABASE,10.0,low,scen_000003,top_0003
node_20,node_21,MESSAGE_QUEUE,10.0,low,scen_000003,top_0003
node_21,node_18,DNS,10.0,low,scen_000003,top_0003
node_21,node_26,HTTP,10.0,low,scen_000003,top_0003
node_22,node_10,STORAGE,10.0,low,scen_000003,top_0003
node_23,node_10,CACHE,10.0,low,scen_000003,top_0003
node_23,node_08,MESSAGE_QUEUE,10.0,low,scen_000003,top_0003
node_24,node_17,DATABASE,10.0,low,scen_000003,top_0003
node_24,node_16,STORAGE,10.0,low,scen_000003,top_0003
node_25,node_04,HTTP,10.0,low,scen_000003,top_0003
node_26,node_15,DNS,10.0,low,scen_000003,top_0003
gw_01,rec_01,HTTP,15.0,high,scen_000004,top_0004
gw_01,search_node_1,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_2,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_3,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_4,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_5,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_6,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_7,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_8,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_9,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_10,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_11,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_12,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_13,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_14,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_15,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_16,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_17,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_18,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_19,HTTP,12.0,medium,scen_000004,top_0004
gw_01,search_node_20,HTTP,12.0,medium,scen_000004,top_0004
rec_01,redis_01,CACHE,2.0,critical,scen_000004,top_0004
rec_01,es_01,HTTP,18.0,high,scen_000004,top_0004
rec_01,mongo_01,DATABASE,14.0,high,scen_000004,top_0004
search_node_1,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_2,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_3,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_4,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_5,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_6,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_7,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_8,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_9,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_10,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_11,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_12,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_13,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_14,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_15,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_16,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_17,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_18,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_19,es_01,HTTP,20.0,high,scen_000004,top_0004
search_node_20,es_01,HTTP,20.0,high,scen_000004,top_0004
ingest_01,kafka_broker,MESSAGE_QUEUE,5.0,critical,scen_000014,top_0014
kafka_broker,notif_01,MESSAGE_QUEUE,10.0,high,scen_000014,top_0014
kafka_broker,user_01,MESSAGE_QUEUE,12.0,medium,scen_000014,top_0014
kafka_broker,consumer_1,MESSAGE_QUEUE,8.0,low,scen_000014,top_0014
kafka_broker,consumer_2,MESSAGE_QUEUE,8.0,low,scen_000014,top_0014
kafka_broker,consumer_3,MESSAGE_QUEUE,8.0,low,scen_000014,top_0014
kafka_broker,consumer_4,MESSAGE_QUEUE,8.0,low,scen_000014,top_0014
kafka_broker,consumer_5,MESSAGE_QUEUE,8.0,low,scen_000014,top_0014
kafka_broker,consumer_6,MESSAGE_QUEUE,8.0,low,scen_000014,top_0014
kafka_broker,consumer_7,MESSAGE_QUEUE,8.0,low,scen_000014,top_0014
kafka_broker,consumer_8,MESSAGE_QUEUE,8.0,low,scen_000014,top_0014
kafka_broker,consumer_9,MESSAGE_QUEUE,8.0,low,scen_000014,top_0014
kafka_broker,consumer_10,MESSAGE_QUEUE,8.0,low,scen_000014,top_0014
kafka_broker,consumer_11,MESSAGE_QUEUE,8.0,low,scen_000014,top_0014
kafka_broker,consumer_12,MESSAGE_QUEUE,8.0,low,scen_000014,top_0014
kafka_broker,consumer_13,MESSAGE_QUEUE,8.0,low,scen_000014,top_0014
kafka_broker,consumer_14,MESSAGE_QUEUE,8.0,low,scen_000014,top_0014
kafka_broker,consumer_15,MESSAGE_QUEUE,8.0,low,scen_000014,top_0014
kafka_broker,consumer_16,MESSAGE_QUEUE,8.0,low,scen_000014,top_0014
kafka_broker,consumer_17,MESSAGE_QUEUE,8.0,low,scen_000014,top_0014
kafka_broker,consumer_18,MESSAGE_QUEUE,8.0,low,scen_000014,top_0014
kafka_broker,consumer_19,MESSAGE_QUEUE,8.0,low,scen_000014,top_0014
notif_01,db_event,DATABASE,15.0,high,scen_000014,top_0014
consumer_1,db_event,DATABASE,10.0,low,scen_000014,top_0014
consumer_2,db_event,DATABASE,10.0,low,scen_000014,top_0014
consumer_3,db_event,DATABASE,10.0,low,scen_000014,top_0014
consumer_4,db_event,DATABASE,10.0,low,scen_000014,top_0014
consumer_5,db_event,DATABASE,10.0,low,scen_000014,top_0014
consumer_6,db_event,DATABASE,10.0,low,scen_000014,top_0014
consumer_7,db_event,DATABASE,10.0,low,scen_000014,top_0014
consumer_8,db_event,DATABASE,10.0,low,scen_000014,top_0014
consumer_9,db_event,DATABASE,10.0,low,scen_000014,top_0014
consumer_10,db_event,DATABASE,10.0,low,scen_000014,top_0014
consumer_11,db_event,DATABASE,10.0,low,scen_000014,top_0014
consumer_12,db_event,DATABASE,10.0,low,scen_000014,top_0014
consumer_13,db_event,DATABASE,10.0,low,scen_000014,top_0014
consumer_14,db_event,DATABASE,10.0,low,scen_000014,top_0014
consumer_15,db_event,DATABASE,10.0,low,scen_000014,top_0014
consumer_16,db_event,DATABASE,10.0,low,scen_000014,top_0014
consumer_17,db_event,DATABASE,10.0,low,scen_000014,top_0014
consumer_18,db_event,DATABASE,10.0,low,scen_000014,top_0014
consumer_19,db_event,DATABASE,10.0,low,scen_000014,top_0014
gw_01,auth_01,HTTP,12.0,high,scen_000015,top_0015
gw_01,web_01,HTTP,15.0,high,scen_000015,top_0015
lb_01,gw_01,HTTP,5.0,critical,scen_000015,top_0015
auth_01,db_01,DATABASE,8.0,critical,scen_000015,top_0015
web_01,db_01,DATABASE,10.0,critical,scen_000015,top_0015
web_01,sub_svc_2,HTTP,10.0,low,scen_000015,top_0015
web_01,sub_svc_3,HTTP,10.0,low,scen_000015,top_0015
web_01,sub_svc_4,HTTP,10.0,low,scen_000015,top_0015
web_01,sub_svc_5,HTTP,10.0,low,scen_000015,top_0015
web_01,sub_svc_6,HTTP,10.0,low,scen_000015,top_0015
web_01,sub_svc_7,HTTP,10.0,low,scen_000015,top_0015
web_01,sub_svc_8,HTTP,10.0,low,scen_000015,top_0015
web_01,sub_svc_9,HTTP,10.0,low,scen_000015,top_0015
web_01,sub_svc_10,HTTP,10.0,low,scen_000015,top_0015
web_01,sub_svc_11,HTTP,10.0,low,scen_000015,top_0015
web_01,sub_svc_12,HTTP,10.0,low,scen_000015,top_0015
web_01,sub_svc_13,HTTP,10.0,low,scen_000015,top_0015
web_01,sub_svc_14,HTTP,10.0,low,scen_000015,top_0015
web_01,sub_svc_15,HTTP,10.0,low,scen_000015,top_0015
web_01,sub_svc_16,HTTP,10.0,low,scen_000015,top_0015
web_01,sub_svc_17,HTTP,10.0,low,scen_000015,top_0015
web_01,sub_svc_18,HTTP,10.0,low,scen_000015,top_0015
web_01,sub_svc_19,HTTP,10.0,low,scen_000015,top_0015
web_01,sub_svc_20,HTTP,10.0,low,scen_000015,top_0015
web_01,sub_svc_21,HTTP,10.0,low,scen_000015,top_0015
web_01,sub_svc_22,HTTP,10.0,low,scen_000015,top_0015
web_01,sub_svc_23,HTTP,10.0,low,scen_000015,top_0015
sub_svc_2,db_01,DATABASE,12.0,medium,scen_000015,top_0015
sub_svc_3,db_01,DATABASE,12.0,medium,scen_000015,top_0015
sub_svc_4,db_01,DATABASE,12.0,medium,scen_000015,top_0015
sub_svc_5,db_01,DATABASE,12.0,medium,scen_000015,top_0015
sub_svc_6,db_01,DATABASE,12.0,medium,scen_000015,top_0015
sub_svc_7,db_01,DATABASE,12.0,medium,scen_000015,top_0015
sub_svc_8,db_01,DATABASE,12.0,medium,scen_000015,top_0015
sub_svc_9,db_01,DATABASE,12.0,medium,scen_000015,top_0015
sub_svc_10,db_01,DATABASE,12.0,medium,scen_000015,top_0015
sub_svc_11,db_01,DATABASE,12.0,medium,scen_000015,top_0015
sub_svc_12,db_01,DATABASE,12.0,medium,scen_000015,top_0015
sub_svc_13,db_01,DATABASE,12.0,medium,scen_000015,top_0015
sub_svc_14,db_01,DATABASE,12.0,medium,scen_000015,top_0015
sub_svc_15,db_01,DATABASE,12.0,medium,scen_000015,top_0015
sub_svc_16,db_01,DATABASE,12.0,medium,scen_000015,top_0015
sub_svc_17,db_01,DATABASE,12.0,medium,scen_000015,top_0015
sub_svc_18,db_01,DATABASE,12.0,medium,scen_000015,top_0015
sub_svc_19,db_01,DATABASE,12.0,medium,scen_000015,top_0015
sub_svc_20,db_01,DATABASE,12.0,medium,scen_000015,top_0015
sub_svc_21,db_01,DATABASE,12.0,medium,scen_000015,top_0015
sub_svc_22,db_01,DATABASE,12.0,medium,scen_000015,top_0015
sub_svc_23,db_01,DATABASE,12.0,medium,scen_000015,top_0015
gw_01,auth_01,HTTP,10.0,high,scen_000017,top_0017
gw_01,order_01,HTTP,15.0,critical,scen_000017,top_0017
gw_01,ecom_aux_1,HTTP,15.0,low,scen_000017,top_0017
order_01,pay_01,HTTP,25.0,critical,scen_000017,top_0017
order_01,inv_01,HTTP,20.0,high,scen_000017,top_0017
order_01,cache_01,CACHE,3.0,high,scen_000017,top_0017
order_01,mq_01,MESSAGE_QUEUE,5.0,medium,scen_000017,top_0017
pay_01,db_master,DATABASE,10.0,critical,scen_000017,top_0017
inv_01,db_master,DATABASE,12.0,high,scen_000017,top_0017
ecom_aux_1,cache_01,CACHE,4.0,low,scen_000017,top_0017
node_00,node_01,HTTP,22.89907724153645,medium,scen_000019,top_0019
node_00,node_04,HTTP,10.0,low,scen_000019,top_0019
node_01,node_02,TCP,6.291535994332287,medium,scen_000019,top_0019
node_01,node_03,DATABASE,10.22930692216543,medium,scen_000019,top_0019
node_02,node_04,STORAGE,29.820840645722395,medium,scen_000019,top_0019
node_02,node_06,HTTP,6.817232352799573,medium,scen_000019,top_0019
node_02,node_08,MESSAGE_QUEUE,23.36649662542177,medium,scen_000019,top_0019
node_02,node_12,TCP,32.44932677156183,medium,scen_000019,top_0019
node_02,node_16,TCP,31.95727668023137,medium,scen_000019,top_0019
node_02,node_18,MESSAGE_QUEUE,34.09584304522344,medium,scen_000019,top_0019
node_02,node_05,DNS,10.0,low,scen_000019,top_0019
node_03,node_05,DNS,16.93953715617321,medium,scen_000019,top_0019
node_03,node_24,MESSAGE_QUEUE,10.0,low,scen_000019,top_0019
node_03,node_22,CACHE,10.0,low,scen_000019,top_0019
node_04,node_07,MESSAGE_QUEUE,8.917983278423602,medium,scen_000019,top_0019
node_04,node_11,CACHE,16.330590586555537,medium,scen_000019,top_0019
node_04,node_17,TCP,26.51082036622872,medium,scen_000019,top_0019
node_04,node_21,MESSAGE_QUEUE,10.0,low,scen_000019,top_0019
node_05,node_13,HTTP,14.225992400756786,medium,scen_000019,top_0019
node_05,node_21,STORAGE,21.38708429779501,medium,scen_000019,top_0019
node_05,node_23,DNS,19.621625001519096,medium,scen_000019,top_0019
node_05,node_02,DATABASE,10.0,low,scen_000019,top_0019
node_06,node_10,TCP,11.305056863401484,medium,scen_000019,top_0019
node_06,node_17,DATABASE,10.0,low,scen_000019,top_0019
node_07,node_09,TCP,16.0661603211875,medium,scen_000019,top_0019
node_07,node_05,DATABASE,10.0,low,scen_000019,top_0019
node_08,node_03,CACHE,10.0,low,scen_000019,top_0019
node_09,node_00,DATABASE,10.0,low,scen_000019,top_0019
node_10,node_14,HTTP,10.698048742235386,medium,scen_000019,top_0019
node_10,node_15,STORAGE,29.69592820839345,medium,scen_000019,top_0019
node_11,node_19,MESSAGE_QUEUE,31.79852485083195,medium,scen_000019,top_0019
node_11,node_09,HTTP,10.0,low,scen_000019,top_0019
node_11,node_02,CACHE,10.0,low,scen_000019,top_0019
node_14,node_13,CACHE,10.0,low,scen_000019,top_0019
node_14,node_16,DNS,10.0,low,scen_000019,top_0019
node_15,node_22,DNS,33.24053055871394,medium,scen_000019,top_0019
node_17,node_00,CACHE,10.0,low,scen_000019,top_0019
node_17,node_04,HTTP,10.0,low,scen_000019,top_0019
node_18,node_20,DATABASE,11.950726438878636,medium,scen_000019,top_0019
node_20,node_03,HTTP,10.0,low,scen_000019,top_0019
node_20,node_15,DATABASE,10.0,low,scen_000019,top_0019
node_21,node_18,STORAGE,10.0,low,scen_000019,top_0019
node_21,node_20,STORAGE,10.0,low,scen_000019,top_0019
node_23,node_24,STORAGE,3.168433227973648,medium,scen_000019,top_0019
node_23,node_12,DNS,10.0,low,scen_000019,top_0019
node_24,node_19,STORAGE,10.0,low,scen_000019,top_0019
gw_01,auth_01,HTTP,12.0,high,scen_000023,top_0023
gw_01,web_01,HTTP,15.0,high,scen_000023,top_0023
lb_01,gw_01,HTTP,5.0,critical,scen_000023,top_0023
auth_01,db_01,DATABASE,8.0,critical,scen_000023,top_0023
web_01,db_01,DATABASE,10.0,critical,scen_000023,top_0023
web_01,sub_svc_2,HTTP,10.0,low,scen_000023,top_0023
web_01,sub_svc_3,HTTP,10.0,low,scen_000023,top_0023
web_01,sub_svc_4,HTTP,10.0,low,scen_000023,top_0023
web_01,sub_svc_5,HTTP,10.0,low,scen_000023,top_0023
web_01,sub_svc_6,HTTP,10.0,low,scen_000023,top_0023
web_01,sub_svc_7,HTTP,10.0,low,scen_000023,top_0023
web_01,sub_svc_8,HTTP,10.0,low,scen_000023,top_0023
web_01,sub_svc_9,HTTP,10.0,low,scen_000023,top_0023
web_01,sub_svc_10,HTTP,10.0,low,scen_000023,top_0023
web_01,sub_svc_11,HTTP,10.0,low,scen_000023,top_0023
web_01,sub_svc_12,HTTP,10.0,low,scen_000023,top_0023
web_01,sub_svc_13,HTTP,10.0,low,scen_000023,top_0023
web_01,sub_svc_14,HTTP,10.0,low,scen_000023,top_0023
web_01,sub_svc_15,HTTP,10.0,low,scen_000023,top_0023
web_01,sub_svc_16,HTTP,10.0,low,scen_000023,top_0023
sub_svc_2,db_01,DATABASE,12.0,medium,scen_000023,top_0023
sub_svc_3,db_01,DATABASE,12.0,medium,scen_000023,top_0023
sub_svc_4,db_01,DATABASE,12.0,medium,scen_000023,top_0023
sub_svc_5,db_01,DATABASE,12.0,medium,scen_000023,top_0023
sub_svc_6,db_01,DATABASE,12.0,medium,scen_000023,top_0023
sub_svc_7,db_01,DATABASE,12.0,medium,scen_000023,top_0023
sub_svc_8,db_01,DATABASE,12.0,medium,scen_000023,top_0023
sub_svc_9,db_01,DATABASE,12.0,medium,scen_000023,top_0023
sub_svc_10,db_01,DATABASE,12.0,medium,scen_000023,top_0023
sub_svc_11,db_01,DATABASE,12.0,medium,scen_000023,top_0023
sub_svc_12,db_01,DATABASE,12.0,medium,scen_000023,top_0023
sub_svc_13,db_01,DATABASE,12.0,medium,scen_000023,top_0023
sub_svc_14,db_01,DATABASE,12.0,medium,scen_000023,top_0023
sub_svc_15,db_01,DATABASE,12.0,medium,scen_000023,top_0023
sub_svc_16,db_01,DATABASE,12.0,medium,scen_000023,top_0023
gw_01,rec_01,HTTP,15.0,high,scen_000027,top_0027
gw_01,search_node_1,HTTP,12.0,medium,scen_000027,top_0027
gw_01,search_node_2,HTTP,12.0,medium,scen_000027,top_0027
gw_01,search_node_3,HTTP,12.0,medium,scen_000027,top_0027
gw_01,search_node_4,HTTP,12.0,medium,scen_000027,top_0027
gw_01,search_node_5,HTTP,12.0,medium,scen_000027,top_0027
gw_01,search_node_6,HTTP,12.0,medium,scen_000027,top_0027
gw_01,search_node_7,HTTP,12.0,medium,scen_000027,top_0027
gw_01,search_node_8,HTTP,12.0,medium,scen_000027,top_0027
gw_01,search_node_9,HTTP,12.0,medium,scen_000027,top_0027
gw_01,search_node_10,HTTP,12.0,medium,scen_000027,top_0027
gw_01,search_node_11,HTTP,12.0,medium,scen_000027,top_0027
gw_01,search_node_12,HTTP,12.0,medium,scen_000027,top_0027
gw_01,search_node_13,HTTP,12.0,medium,scen_000027,top_0027
gw_01,search_node_14,HTTP,12.0,medium,scen_000027,top_0027
gw_01,search_node_15,HTTP,12.0,medium,scen_000027,top_0027
rec_01,redis_01,CACHE,2.0,critical,scen_000027,top_0027
rec_01,es_01,HTTP,18.0,high,scen_000027,top_0027
rec_01,mongo_01,DATABASE,14.0,high,scen_000027,top_0027
search_node_1,es_01,HTTP,20.0,high,scen_000027,top_0027
search_node_2,es_01,HTTP,20.0,high,scen_000027,top_0027
search_node_3,es_01,HTTP,20.0,high,scen_000027,top_0027
search_node_4,es_01,HTTP,20.0,high,scen_000027,top_0027
search_node_5,es_01,HTTP,20.0,high,scen_000027,top_0027
search_node_6,es_01,HTTP,20.0,high,scen_000027,top_0027
search_node_7,es_01,HTTP,20.0,high,scen_000027,top_0027
search_node_8,es_01,HTTP,20.0,high,scen_000027,top_0027
search_node_9,es_01,HTTP,20.0,high,scen_000027,top_0027
search_node_10,es_01,HTTP,20.0,high,scen_000027,top_0027
search_node_11,es_01,HTTP,20.0,high,scen_000027,top_0027
search_node_12,es_01,HTTP,20.0,high,scen_000027,top_0027
search_node_13,es_01,HTTP,20.0,high,scen_000027,top_0027
search_node_14,es_01,HTTP,20.0,high,scen_000027,top_0027
search_node_15,es_01,HTTP,20.0,high,scen_000027,top_0027
ingest_01,kafka_broker,MESSAGE_QUEUE,5.0,critical,scen_000030,top_0030
kafka_broker,notif_01,MESSAGE_QUEUE,10.0,high,scen_000030,top_0030
kafka_broker,user_01,MESSAGE_QUEUE,12.0,medium,scen_000030,top_0030
kafka_broker,consumer_1,MESSAGE_QUEUE,8.0,low,scen_000030,top_0030
kafka_broker,consumer_2,MESSAGE_QUEUE,8.0,low,scen_000030,top_0030
kafka_broker,consumer_3,MESSAGE_QUEUE,8.0,low,scen_000030,top_0030
kafka_broker,consumer_4,MESSAGE_QUEUE,8.0,low,scen_000030,top_0030
kafka_broker,consumer_5,MESSAGE_QUEUE,8.0,low,scen_000030,top_0030
kafka_broker,consumer_6,MESSAGE_QUEUE,8.0,low,scen_000030,top_0030
kafka_broker,consumer_7,MESSAGE_QUEUE,8.0,low,scen_000030,top_0030
notif_01,db_event,DATABASE,15.0,high,scen_000030,top_0030
consumer_1,db_event,DATABASE,10.0,low,scen_000030,top_0030
consumer_2,db_event,DATABASE,10.0,low,scen_000030,top_0030
consumer_3,db_event,DATABASE,10.0,low,scen_000030,top_0030
consumer_4,db_event,DATABASE,10.0,low,scen_000030,top_0030
consumer_5,db_event,DATABASE,10.0,low,scen_000030,top_0030
consumer_6,db_event,DATABASE,10.0,low,scen_000030,top_0030
consumer_7,db_event,DATABASE,10.0,low,scen_000030,top_0030
node_00,node_01,DNS,24.698950956394448,medium,scen_000031,top_0031
node_00,node_03,STORAGE,6.5940759360542005,medium,scen_000031,top_0031
node_00,node_05,TCP,16.947522363075255,medium,scen_000031,top_0031
node_00,node_25,STORAGE,28.462675783042613,medium,scen_000031,top_0031
node_01,node_02,HTTP,24.475093549558256,medium,scen_000031,top_0031
node_01,node_08,DNS,10.0,low,scen_000031,top_0031
node_03,node_04,CACHE,33.246359926344574,medium,scen_000031,top_0031
node_03,node_06,MESSAGE_QUEUE,11.78993870607054,medium,scen_000031,top_0031
node_03,node_11,HTTP,27.29285204795911,medium,scen_000031,top_0031
node_03,node_17,MESSAGE_QUEUE,6.883181718842333,medium,scen_000031,top_0031
node_04,node_08,STORAGE,20.800280689598512,medium,scen_000031,top_0031
node_05,node_07,DNS,3.1830913700264274,medium,scen_000031,top_0031
node_05,node_16,MESSAGE_QUEUE,10.0,low,scen_000031,top_0031
node_05,node_09,MESSAGE_QUEUE,10.0,low,scen_000031,top_0031
node_06,node_09,CACHE,12.21676241590628,medium,scen_000031,top_0031
node_06,node_13,HTTP,17.28834916122173,medium,scen_000031,top_0031
node_06,node_16,DNS,27.017245767582573,medium,scen_000031,top_0031
node_07,node_12,DATABASE,32.21372167540933,medium,scen_000031,top_0031
node_07,node_14,DNS,10.0,low,scen_000031,top_0031
node_07,node_20,DNS,10.0,low,scen_000031,top_0031
node_08,node_10,MESSAGE_QUEUE,19.648934922911277,medium,scen_000031,top_0031
node_08,node_05,HTTP,10.0,low,scen_000031,top_0031
node_09,node_18,MESSAGE_QUEUE,8.799311558507979,medium,scen_000031,top_0031
node_09,node_05,TCP,10.0,low,scen_000031,top_0031
node_09,node_22,STORAGE,10.0,low,scen_000031,top_0031
node_10,node_20,TCP,10.0,low,scen_000031,top_0031
node_10,node_00,DATABASE,10.0,low,scen_000031,top_0031
node_11,node_14,DNS,21.24671093974662,medium,scen_000031,top_0031
node_11,node_20,CACHE,34.83037032819267,medium,scen_000031,top_0031
node_11,node_22,CACHE,15.303268588674992,medium,scen_000031,top_0031
node_12,node_19,DATABASE,10.0,low,scen_000031,top_0031
node_13,node_15,HTTP,15.382663796256848,medium,scen_000031,top_0031
node_13,node_23,HTTP,20.12660791742779,medium,scen_000031,top_0031
node_15,node_14,HTTP,10.0,low,scen_000031,top_0031
node_16,node_02,DATABASE,10.0,low,scen_000031,top_0031
node_16,node_00,DNS,10.0,low,scen_000031,top_0031
node_17,node_24,HTTP,10.0,low,scen_000031,top_0031
node_17,node_21,DATABASE,10.0,low,scen_000031,top_0031
node_17,node_25,DATABASE,10.0,low,scen_000031,top_0031
node_18,node_19,CACHE,14.43579073594942,medium,scen_000031,top_0031
node_18,node_14,CACHE,10.0,low,scen_000031,top_0031
node_19,node_21,DNS,18.16322936416377,medium,scen_000031,top_0031
node_19,node_24,MESSAGE_QUEUE,2.6124658090080497,medium,scen_000031,top_0031
node_19,node_11,TCP,10.0,low,scen_000031,top_0031
node_19,node_20,TCP,10.0,low,scen_000031,top_0031
node_20,node_16,TCP,10.0,low,scen_000031,top_0031
node_20,node_23,HTTP,10.0,low,scen_000031,top_0031
node_22,node_10,STORAGE,10.0,low,scen_000031,top_0031
node_00,node_01,STORAGE,30.728098698551573,medium,scen_000032,top_0032
node_00,node_03,CACHE,18.13135159655358,medium,scen_000032,top_0032
node_00,node_07,CACHE,14.22335242779887,medium,scen_000032,top_0032
node_01,node_02,DATABASE,32.2845122046052,medium,scen_000032,top_0032
node_01,node_04,HTTP,6.056146207458589,medium,scen_000032,top_0032
node_01,node_06,DNS,28.33587029958364,medium,scen_000032,top_0032
node_01,node_11,STORAGE,4.987382055732246,medium,scen_000032,top_0032
node_01,node_12,CACHE,10.0,low,scen_000032,top_0032
node_02,node_06,MESSAGE_QUEUE,10.0,low,scen_000032,top_0032
node_02,node_16,HTTP,10.0,low,scen_000032,top_0032
node_03,node_16,TCP,10.0,low,scen_000032,top_0032
node_04,node_05,DNS,11.1130134044766,medium,scen_000032,top_0032
node_04,node_08,CACHE,11.765807623007907,medium,scen_000032,top_0032
node_04,node_10,TCP,19.114499236724907,medium,scen_000032,top_0032
node_04,node_07,DATABASE,10.0,low,scen_000032,top_0032
