scenario_id,trace_id,span_id,parent_span_id,service_name,operation,start_time,duration_ms,status,error,dependency
scen_000000,tr_scen_000000_00023,sp_scen_000000_00023_002,sp_scen_000000_00023_001,api_gateway,POST /api_gateway/v1/handle,2026-09-01T00:01:47.763778Z,34.8,OK,,gw_01
scen_000000,tr_scen_000000_00023,sp_scen_000000_00023_003,sp_scen_000000_00023_002,web_service,POST /web_service/v1/handle,2026-09-01T00:01:47.767456Z,16.96,OK,,web_01
scen_000000,tr_scen_000000_00023,sp_scen_000000_00023_004,sp_scen_000000_00023_003,sub_service_3,POST /sub_service_3/v1/handle,2026-09-01T00:01:47.768533Z,14.8,OK,,sub_svc_3
scen_000000,tr_scen_000000_00023,sp_scen_000000_00023_005,sp_scen_000000_00023_004,postgresql,POST /postgresql/v1/handle,2026-09-01T00:01:47.773412Z,5.05,OK,,db_01
scen_000000,tr_scen_000000_00023,sp_scen_000000_00023_006,sp_scen_000000_00023_002,auth_service,POST /auth_service/v1/handle,2026-09-01T00:01:47.784414Z,10.49,OK,,auth_01
scen_000000,tr_scen_000000_00023,sp_scen_000000_00023_007,sp_scen_000000_00023_006,postgresql,POST /postgresql/v1/handle,2026-09-01T00:01:47.786760Z,5.8,OK,,db_01
scen_000000,tr_scen_000000_00010,sp_scen_000000_00010_001,,load_balancer,POST /load_balancer/v1/handle,2026-09-01T00:02:13.916089Z,49.18,OK,,lb_01
scen_000000,tr_scen_000000_00010,sp_scen_000000_00010_002,sp_scen_000000_00010_001,api_gateway,POST /api_gateway/v1/handle,2026-09-01T00:02:13.920177Z,41.0,OK,,gw_01
scen_000000,tr_scen_000000_00010,sp_scen_000000_00010_003,sp_scen_000000_00010_002,web_service,POST /web_service/v1/handle,2026-09-01T00:02:13.922796Z,19.26,OK,,web_01
scen_000000,tr_scen_000000_00010,sp_scen_000000_00010_004,sp_scen_000000_00010_003,sub_service_3,POST /sub_service_3/v1/handle,2026-09-01T00:02:13.925219Z,14.41,OK,,sub_svc_3
scen_000000,tr_scen_000000_00010,sp_scen_000000_00010_005,sp_scen_000000_00010_004,postgresql,POST /postgresql/v1/handle,2026-09-01T00:02:13.927503Z,9.84,OK,,db_01
scen_000000,tr_scen_000000_00010,sp_scen_000000_00010_006,sp_scen_000000_00010_002,auth_service,POST /auth_service/v1/handle,2026-09-01T00:02:13.942053Z,16.51,OK,,auth_01
scen_000000,tr_scen_000000_00010,sp_scen_000000_00010_007,sp_scen_000000_00010_006,postgresql,POST /postgresql/v1/handle,2026-09-01T00:02:13.945340Z,9.94,OK,,db_01
scen_000000,tr_scen_000000_00033,sp_scen_000000_00033_001,,api_gateway,POST /api_gateway/v1/handle,2026-09-01T00:02:46.523260Z,60.1,OK,,gw_01
scen_000000,tr_scen_000000_00033,sp_scen_000000_00033_002,sp_scen_000000_00033_001,auth_service,POST /auth_service/v1/handle,2026-09-01T00:02:46.527530Z,17.91,OK,,auth_01
scen_000000,tr_scen_000000_00033,sp_scen_000000_00033_003,sp_scen_000000_00033_002,postgresql,POST /postgresql/v1/handle,2026-09-01T00:02:46.531774Z,9.42,OK,,db_01
scen_000000,tr_scen_000000_00033,sp_scen_000000_00033_004,sp_scen_000000_00033_001,web_service,POST /web_service/v1/handle,2026-09-01T00:02:46.545437Z,33.66,OK,,web_01
scen_000000,tr_scen_000000_00033,sp_scen_000000_00033_005,sp_scen_000000_00033_004,postgresql,POST /postgresql/v1/handle,2026-09-01T00:02:46.547074Z,6.18,OK,,db_01
scen_000000,tr_scen_000000_00033,sp_scen_000000_00033_006,sp_scen_000000_00033_004,sub_service_4,POST /sub_service_4/v1/handle,2026-09-01T00:02:46.553252Z,11.34,OK,,sub_svc_4
scen_000000,tr_scen_000000_00033,sp_scen_000000_00033_007,sp_scen_000000_00033_006,postgresql,POST /postgresql/v1/handle,2026-09-01T00:02:46.554738Z,8.37,OK,,db_01
scen_000000,tr_scen_000000_00033,sp_scen_000000_00033_008,sp_scen_000000_00033_004,sub_service_3,POST /sub_service_3/v1/handle,2026-09-01T00:02:46.564589Z,12.87,OK,,sub_svc_3
scen_000000,tr_scen_000000_00033,sp_scen_000000_00033_009,sp_scen_000000_00033_008,postgresql,POST /postgresql/v1/handle,2026-09-01T00:02:46.567239Z,7.57,OK,,db_01
scen_000000,tr_scen_000000_00014,sp_scen_000000_00014_001,,api_gateway,POST /api_gateway/v1/handle,2026-09-01T00:04:26.304006Z,40.69,OK,,gw_01
scen_000000,tr_scen_000000_00014,sp_scen_000000_00014_002,sp_scen_000000_00014_001,web_service,POST /web_service/v1/handle,2026-09-01T00:04:26.305781Z,20.3,OK,,web_01
scen_000000,tr_scen_000000_00014,sp_scen_000000_00014_003,sp_scen_000000_00014_002,sub_service_3,POST /sub_service_3/v1/handle,2026-09-01T00:04:26.307025Z,9.82,OK,,sub_svc_3
scen_000000,tr_scen_000000_00014,sp_scen_000000_00014_004,sp_scen_000000_00014_003,postgresql,POST /postgresql/v1/handle,2026-09-01T00:04:26.308057Z,7.75,OK,,db_01
scen_000000,tr_scen_000000_00014,sp_scen_000000_00014_005,sp_scen_000000_00014_002,sub_service_4,POST /sub_service_4/v1/handle,2026-09-01T00:04:26.316843Z,7.99,OK,,sub_svc_4
scen_000000,tr_scen_000000_00014,sp_scen_000000_00014_006,sp_scen_000000_00014_005,postgresql,POST /postgresql/v1/handle,2026-09-01T00:04:26.319657Z,2.36,OK,,db_01
scen_000000,tr_scen_000000_00014,sp_scen_000000_00014_007,sp_scen_000000_00014_001,auth_service,POST /auth_service/v1/handle,2026-09-01T00:04:26.326080Z,16.84,OK,,auth_01
scen_000000,tr_scen_000000_00014,sp_scen_000000_00014_008,sp_scen_000000_00014_007,postgresql,POST /postgresql/v1/handle,2026-09-01T00:04:26.330836Z,7.32,OK,,db_01
scen_000000,tr_scen_000000_00002,sp_scen_000000_00002_001,,api_gateway,POST /api_gateway/v1/handle,2026-09-01T00:04:35.642248Z,50.75,OK,,gw_01
scen_000000,tr_scen_000000_00002,sp_scen_000000_00002_002,sp_scen_000000_00002_001,auth_service,POST /auth_service/v1/handle,2026-09-01T00:04:35.644355Z,8.67,OK,,auth_01
scen_000000,tr_scen_000000_00002,sp_scen_000000_00002_003,sp_scen_000000_00002_002,postgresql,POST /postgresql/v1/handle,2026-09-01T00:04:35.645852Z,5.67,OK,,db_01
scen_000000,tr_scen_000000_00002,sp_scen_000000_00002_004,sp_scen_000000_00002_001,web_service,POST /web_service/v1/handle,2026-09-01T00:04:35.653021Z,37.87,OK,,web_01
scen_000000,tr_scen_000000_00002,sp_scen_000000_00002_005,sp_scen_000000_00002_004,sub_service_2,POST /sub_service_2/v1/handle,2026-09-01T00:04:35.656538Z,14.31,OK,,sub_svc_2
scen_000000,tr_scen_000000_00002,sp_scen_000000_00002_006,sp_scen_000000_00002_005,postgresql,POST /postgresql/v1/handle,2026-09-01T00:04:35.660846Z,5.69,OK,,db_01
scen_000000,tr_scen_000000_00002,sp_scen_000000_00002_007,sp_scen_000000_00002_004,sub_service_4,POST /sub_service_4/v1/handle,2026-09-01T00:04:35.670846Z,16.53,OK,,sub_svc_4
scen_000000,tr_scen_000000_00002,sp_scen_000000_00002_008,sp_scen_000000_00002_007,postgresql,POST /postgresql/v1/handle,2026-09-01T00:04:35.675729Z,6.77,OK,,db_01
scen_000000,tr_scen_000000_00003,sp_scen_000000_00003_001,,api_gateway,POST /api_gateway/v1/handle,2026-09-01T00:05:15.518453Z,44.67,OK,,gw_01
scen_000000,tr_scen_000000_00003,sp_scen_000000_00003_002,sp_scen_000000_00003_001,web_service,POST /web_service/v1/handle,2026-09-01T00:05:15.520213Z,34.25,OK,,web_01
scen_000000,tr_scen_000000_00003,sp_scen_000000_00003_003,sp_scen_000000_00003_002,sub_service_3,POST /sub_service_3/v1/handle,2026-09-01T00:05:15.523520Z,11.4,OK,,sub_svc_3
scen_000000,tr_scen_000000_00003,sp_scen_000000_00003_004,sp_scen_000000_00003_003,postgresql,POST /postgresql/v1/handle,2026-09-01T00:05:15.527404Z,3.64,OK,,db_01
scen_000000,tr_scen_000000_00003,sp_scen_000000_00003_005,sp_scen_000000_00003_002,sub_service_4,POST /sub_service_4/v1/handle,2026-09-01T00:05:15.534925Z,10.72,OK,,sub_svc_4
scen_000000,tr_scen_000000_00003,sp_scen_000000_00003_006,sp_scen_000000_00003_005,postgresql,POST /postgresql/v1/handle,2026-09-01T00:05:15.537861Z,4.85,OK,,db_01
scen_000000,tr_scen_000000_00003,sp_scen_000000_00003_007,sp_scen_000000_00003_002,postgresql,POST /postgresql/v1/handle,2026-09-01T00:05:15.545647Z,5.51,OK,,db_01
scen_000000,tr_scen_000000_00003,sp_scen_000000_00003_008,sp_scen_000000_00003_001,auth_service,POST /auth_service/v1/handle,2026-09-01T00:05:15.554463Z,6.9,OK,,auth_01
scen_000000,tr_scen_000000_00003,sp_scen_000000_00003_009,sp_scen_000000_00003_008,postgresql,POST /postgresql/v1/handle,2026-09-01T00:05:15.556352Z,3.13,OK,,db_01
scen_000000,tr_scen_000000_00035,sp_scen_000000_00035_001,,load_balancer,POST /load_balancer/v1/handle,2026-09-01T00:06:53.075313Z,1193.96,ERROR,HTTP 504 Gateway Timeout,lb_01
scen_000000,tr_scen_000000_00035,sp_scen_000000_00035_002,sp_scen_000000_00035_001,api_gateway,POST /api_gateway/v1/handle,2026-09-01T00:06:53.215088Z,914.4,ERROR,ConnectionRefusedError,gw_01
scen_000000,tr_scen_000000_00035,sp_scen_000000_00035_003,sp_scen_000000_00035_002,auth_service,POST /auth_service/v1/handle,2026-09-01T00:06:53.337833Z,668.92,ERROR,ConnectionRefusedError,auth_01
scen_000000,tr_scen_000000_00035,sp_scen_000000_00035_004,sp_scen_000000_00035_003,postgresql,POST /postgresql/v1/handle,2026-09-01T00:06:53.669746Z,5.09,OK,,db_01
scen_000000,tr_scen_000000_00021,sp_scen_000000_00021_001,,api_gateway,POST /api_gateway/v1/handle,2026-09-01T00:07:16.106030Z,1712.08,ERROR,ServiceUnavailable503,gw_01
scen_000000,tr_scen_000000_00021,sp_scen_000000_00021_002,sp_scen_000000_00021_001,auth_service,POST /auth_service/v1/handle,2026-09-01T00:07:16.259908Z,524.86,OK,,auth_01
scen_000000,tr_scen_000000_00021,sp_scen_000000_00021_003,sp_scen_000000_00021_002,postgresql,POST /postgresql/v1/handle,2026-09-01T00:07:16.520527Z,3.62,OK,,db_01
scen_000000,tr_scen_000000_00021,sp_scen_000000_00021_004,sp_scen_000000_00021_001,web_service,POST /web_service/v1/handle,2026-09-01T00:07:16.784769Z,879.46,OK,,web_01
scen_000000,tr_scen_000000_00021,sp_scen_000000_00021_005,sp_scen_000000_00021_004,sub_service_3,POST /sub_service_3/v1/handle,2026-09-01T00:07:17.000813Z,435.26,ERROR,ConnectionRefusedError,sub_svc_3
scen_000000,tr_scen_000000_00021,sp_scen_000000_00021_006,sp_scen_000000_00021_005,postgresql,POST /postgresql/v1/handle,2026-09-01T00:07:17.216895Z,3.09,OK,,db_01
scen_000000,tr_scen_000000_00021,sp_scen_000000_00021_007,sp_scen_000000_00021_004,sub_service_4,POST /sub_service_4/v1/handle,2026-09-01T00:07:17.436069Z,12.12,OK,,sub_svc_4
scen_000000,tr_scen_000000_00021,sp_scen_000000_00021_008,sp_scen_000000_00021_007,postgresql,POST /postgresql/v1/handle,2026-09-01T00:07:17.437865Z,8.53,OK,,db_01
scen_000000,tr_scen_000000_00017,sp_scen_000000_00017_001,,api_gateway,POST /api_gateway/v1/handle,2026-09-01T00:10:20.779351Z,4483.96,OK,,gw_01
scen_000000,tr_scen_000000_00017,sp_scen_000000_00017_002,sp_scen_000000_00017_001,auth_service,POST /auth_service/v1/handle,2026-09-01T00:10:21.126945Z,852.5,OK,,auth_01
scen_000000,tr_scen_000000_00017,sp_scen_000000_00017_003,sp_scen_000000_00017_002,postgresql,POST /postgresql/v1/handle,2026-09-01T00:10:21.271920Z,562.55,ERROR,ServiceUnavailable503,db_01
scen_000000,tr_scen_000000_00017,sp_scen_000000_00017_004,sp_scen_000000_00017_001,web_service,POST /web_service/v1/handle,2026-09-01T00:10:21.979449Z,2936.27,ERROR,ConnectionRefusedError,web_01
scen_000000,tr_scen_000000_00017,sp_scen_000000_00017_005,sp_scen_000000_00017_004,sub_service_4,POST /sub_service_4/v1/handle,2026-09-01T00:10:22.319433Z,849.09,OK,,sub_svc_4
scen_000000,tr_scen_000000_00017,sp_scen_000000_00017_006,sp_scen_000000_00017_005,postgresql,POST /postgresql/v1/handle,2026-09-01T00:10:22.411217Z,665.52,ERROR,DeadlineExceededException,db_01
scen_000000,tr_scen_000000_00017,sp_scen_000000_00017_007,sp_scen_000000_00017_004,sub_service_2,POST /sub_service_2/v1/handle,2026-09-01T00:10:23.168525Z,953.95,OK,,sub_svc_2
scen_000000,tr_scen_000000_00017,sp_scen_000000_00017_008,sp_scen_000000_00017_007,postgresql,POST /postgresql/v1/handle,2026-09-01T00:10:23.508418Z,274.17,OK,,db_01
scen_000000,tr_scen_000000_00017,sp_scen_000000_00017_009,sp_scen_000000_00017_004,postgresql,POST /postgresql/v1/handle,2026-09-01T00:10:24.122476Z,453.26,ERROR,ServiceUnavailable503,db_01
scen_000000,tr_scen_000000_00031,sp_scen_000000_00031_001,,load_balancer,POST /load_balancer/v1/handle,2026-09-01T00:10:43.074501Z,2801.7,OK,,lb_01
scen_000000,tr_scen_000000_00031,sp_scen_000000_00031_002,sp_scen_000000_00031_001,api_gateway,POST /api_gateway/v1/handle,2026-09-01T00:10:43.353291Z,2244.12,OK,,gw_01
scen_000000,tr_scen_000000_00031,sp_scen_000000_00031_003,sp_scen_000000_00031_002,web_service,POST /web_service/v1/handle,2026-09-01T00:10:43.441969Z,982.77,OK,,web_01
scen_000000,tr_scen_000000_00031,sp_scen_000000_00031_004,sp_scen_000000_00031_003,sub_service_4,POST /sub_service_4/v1/handle,2026-09-01T00:10:43.542338Z,782.03,ERROR,ConnectionRefusedError,sub_svc_4
scen_000000,tr_scen_000000_00031,sp_scen_000000_00031_005,sp_scen_000000_00031_004,postgresql,POST /postgresql/v1/handle,2026-09-01T00:10:43.666391Z,533.92,OK,,db_01
scen_000000,tr_scen_000000_00031,sp_scen_000000_00031_006,sp_scen_000000_00031_002,auth_service,POST /auth_service/v1/handle,2026-09-01T00:10:44.424737Z,1083.99,ERROR,ServiceUnavailable503,auth_01
scen_000000,tr_scen_000000_00031,sp_scen_000000_00031_007,sp_scen_000000_00031_006,postgresql,POST /postgresql/v1/handle,2026-09-01T00:10:44.798595Z,336.28,ERROR,DeadlineExceededException,db_01
scen_000000,tr_scen_000000_00011,sp_scen_000000_00011_001,,api_gateway,POST /api_gateway/v1/handle,2026-09-01T00:12:25.144630Z,2702.27,ERROR,DeadlineExceededException,gw_01
scen_000000,tr_scen_000000_00011,sp_scen_000000_00011_002,sp_scen_000000_00011_001,auth_service,POST /auth_service/v1/handle,2026-09-01T00:12:25.361345Z,793.4,ERROR,DeadlineExceededException,auth_01
scen_000000,tr_scen_000000_00011,sp_scen_000000_00011_003,sp_scen_000000_00011_002,postgresql,POST /postgresql/v1/handle,2026-09-01T00:12:25.437774Z,640.54,ERROR,ServiceUnavailable503,db_01
scen_000000,tr_scen_000000_00011,sp_scen_000000_00011_004,sp_scen_000000_00011_001,web_service,POST /web_service/v1/handle,2026-09-01T00:12:26.154744Z,1475.44,OK,,web_01
scen_000000,tr_scen_000000_00011,sp_scen_000000_00011_005,sp_scen_000000_00011_004,sub_service_4,POST /sub_service_4/v1/handle,2026-09-01T00:12:26.403738Z,977.45,OK,,sub_svc_4
scen_000000,tr_scen_000000_00011,sp_scen_000000_00011_006,sp_scen_000000_00011_005,postgresql,POST /postgresql/v1/handle,2026-09-01T00:12:26.744071Z,296.78,ERROR,DeadlineExceededException,db_01
scen_000000,tr_scen_000000_00024,sp_scen_000000_00024_001,,load_balancer,POST /load_balancer/v1/handle,2026-09-01T00:12:36.024100Z,2903.02,ERROR,DeadlineExceededException,lb_01
scen_000000,tr_scen_000000_00024,sp_scen_000000_00024_002,sp_scen_000000_00024_001,api_gateway,POST /api_gateway/v1/handle,2026-09-01T00:12:36.212459Z,2526.3,ERROR,DeadlineExceededException,gw_01
scen_000000,tr_scen_000000_00024,sp_scen_000000_00024_003,sp_scen_000000_00024_002,web_service,POST /web_service/v1/handle,2026-09-01T00:12:36.298624Z,2353.97,ERROR,HTTP 504 Gateway Timeout,web_01
scen_000000,tr_scen_000000_00024,sp_scen_000000_00024_004,sp_scen_000000_00024_003,sub_service_2,POST /sub_service_2/v1/handle,2026-09-01T00:12:36.577925Z,1497.97,ERROR,DeadlineExceededException,sub_svc_2
scen_000000,tr_scen_000000_00024,sp_scen_000000_00024_005,sp_scen_000000_00024_004,postgresql,POST /postgresql/v1/handle,2026-09-01T00:12:36.962443Z,728.94,ERROR,ServiceUnavailable503,db_01
scen_000000,tr_scen_000000_00024,sp_scen_000000_00024_006,sp_scen_000000_00024_003,postgresql,POST /postgresql/v1/handle,2026-09-01T00:12:38.075897Z,297.4,ERROR,ConnectionRefusedError,db_01
scen_000000,tr_scen_000000_00009,sp_scen_000000_00009_001,,load_balancer,POST /load_balancer/v1/handle,2026-09-01T00:12:47.732225Z,3692.79,OK,,lb_01
scen_000000,tr_scen_000000_00009,sp_scen_000000_00009_002,sp_scen_000000_00009_001,api_gateway,POST /api_gateway/v1/handle,2026-09-01T00:12:47.811646Z,3533.95,ERROR,ServiceUnavailable503,gw_01
scen_000000,tr_scen_000000_00009,sp_scen_000000_00009_003,sp_scen_000000_00009_002,web_service,POST /web_service/v1/handle,2026-09-01T00:12:48.047480Z,1837.96,ERROR,DeadlineExceededException,web_01
scen_000000,tr_scen_000000_00009,sp_scen_000000_00009_004,sp_scen_000000_00009_003,sub_service_4,POST /sub_service_4/v1/handle,2026-09-01T00:12:48.296466Z,1339.99,OK,,sub_svc_4
scen_000000,tr_scen_000000_00009,sp_scen_000000_00009_005,sp_scen_000000_00009_004,postgresql,POST /postgresql/v1/handle,2026-09-01T00:12:48.580198Z,772.52,ERROR,ServiceUnavailable503,db_01
scen_000000,tr_scen_000000_00009,sp_scen_000000_00009_006,sp_scen_000000_00009_002,auth_service,POST /auth_service/v1/handle,2026-09-01T00:12:49.885439Z,1224.32,OK,,auth_01
scen_000000,tr_scen_000000_00009,sp_scen_000000_00009_007,sp_scen_000000_00009_006,postgresql,POST /postgresql/v1/handle,2026-09-01T00:12:50.260359Z,474.48,ERROR,HTTP 504 Gateway Timeout,db_01
scen_000000,tr_scen_000000_00015,sp_scen_000000_00015_001,,load_balancer,POST /load_balancer/v1/handle,2026-09-01T00:13:09.651265Z,5223.83,OK,,lb_01
scen_000000,tr_scen_000000_00015,sp_scen_000000_00015_002,sp_scen_000000_00015_001,api_gateway,POST /api_gateway/v1/handle,2026-09-01T00:13:09.914449Z,4697.46,ERROR,HTTP 504 Gateway Timeout,gw_01
scen_000000,tr_scen_000000_00015,sp_scen_000000_00015_003,sp_scen_000000_00015_002,web_service,POST /web_service/v1/handle,2026-09-01T00:13:10.185596Z,3144.35,OK,,web_01
scen_000000,tr_scen_000000_00015,sp_scen_000000_00015_004,sp_scen_000000_00015_003,sub_service_4,POST /sub_service_4/v1/handle,2026-09-01T00:13:10.501724Z,1154.96,ERROR,ServiceUnavailable503,sub_svc_4
scen_000000,tr_scen_000000_00015,sp_scen_000000_00015_005,sp_scen_000000_00015_004,postgresql,POST /postgresql/v1/handle,2026-09-01T00:13:10.760672Z,637.06,OK,,db_01
scen_000000,tr_scen_000000_00015,sp_scen_000000_00015_006,sp_scen_000000_00015_003,sub_service_2,POST /sub_service_2/v1/handle,2026-09-01T00:13:11.656681Z,1043.7,ERROR,ConnectionRefusedError,sub_svc_2
scen_000000,tr_scen_000000_00015,sp_scen_000000_00015_007,sp_scen_000000_00015_006,postgresql,POST /postgresql/v1/handle,2026-09-01T00:13:11.807201Z,742.66,OK,,db_01
scen_000000,tr_scen_000000_00015,sp_scen_000000_00015_008,sp_scen_000000_00015_003,postgresql,POST /postgresql/v1/handle,2026-09-01T00:13:12.700382Z,313.44,OK,,db_01
scen_000000,tr_scen_000000_00015,sp_scen_000000_00015_009,sp_scen_000000_00015_002,auth_service,POST /auth_service/v1/handle,2026-09-01T00:13:13.329949Z,1010.82,ERROR,HTTP 504 Gateway Timeout,auth_01
scen_000000,tr_scen_000000_00015,sp_scen_000000_00015_010,sp_scen_000000_00015_009,postgresql,POST /postgresql/v1/handle,2026-09-01T00:13:13.541992Z,586.73,OK,,db_01
scen_000000,tr_scen_000000_00025,sp_scen_000000_00025_001,,api_gateway,POST /api_gateway/v1/handle,2026-09-01T00:13:54.720169Z,1996.33,ERROR,ServiceUnavailable503,gw_01
scen_000000,tr_scen_000000_00025,sp_scen_000000_00025_002,sp_scen_000000_00025_001,web_service,POST /web_service/v1/handle,2026-09-01T00:13:54.816016Z,1804.63,ERROR,ConnectionRefusedError,web_01
scen_000000,tr_scen_000000_00025,sp_scen_000000_00025_003,sp_scen_000000_00025_002,sub_service_3,POST /sub_service_3/v1/handle,2026-09-01T00:13:55.206628Z,630.84,ERROR,ConnectionRefusedError,sub_svc_3
scen_000000,tr_scen_000000_00025,sp_scen_000000_00025_004,sp_scen_000000_00025_003,postgresql,POST /postgresql/v1/handle,2026-09-01T00:13:55.345300Z,353.5,OK,,db_01
scen_000000,tr_scen_000000_00025,sp_scen_000000_00025_005,sp_scen_000000_00025_002,postgresql,POST /postgresql/v1/handle,2026-09-01T00:13:55.837469Z,392.57,OK,,db_01
scen_000000,tr_scen_000000_00027,sp_scen_000000_00027_001,,load_balancer,POST /load_balancer/v1/handle,2026-09-01T00:14:15.078907Z,5615.2,ERROR,DeadlineExceededException,lb_01
scen_000000,tr_scen_000000_00027,sp_scen_000000_00027_002,sp_scen_000000_00027_001,api_gateway,POST /api_gateway/v1/handle,2026-09-01T00:14:15.443924Z,4885.17,OK,,gw_01
scen_000000,tr_scen_000000_00027,sp_scen_000000_00027_003,sp_scen_000000_00027_002,web_service,POST /web_service/v1/handle,2026-09-01T00:14:15.591663Z,3143.77,ERROR,ConnectionRefusedError,web_01
scen_000000,tr_scen_000000_00027,sp_scen_000000_00027_004,sp_scen_000000_00027_003,sub_service_2,POST /sub_service_2/v1/handle,2026-09-01T00:14:15.707920Z,1100.36,OK,,sub_svc_2
scen_000000,tr_scen_000000_00027,sp_scen_000000_00027_005,sp_scen_000000_00027_004,postgresql,POST /postgresql/v1/handle,2026-09-01T00:14:16.026396Z,463.41,OK,,db_01
scen_000000,tr_scen_000000_00027,sp_scen_000000_00027_006,sp_scen_000000_00027_003,postgresql,POST /postgresql/v1/handle,2026-09-01T00:14:16.808280Z,689.98,OK,,db_01
