scenario_id,alert_a_id,alert_b_id,time_difference_seconds,same_service,same_trace,same_request,same_metric_family,same_severity,dependency_exists,topological_distance,upstream_downstream_relation,semantic_similarity,temporal_overlap,same_incident
scen_000000,alt_scen_000000_00011,alt_scen_000000_00014,170.0,1,0,0,1,1,0,0,0,0.33,1,1
scen_000000,alt_scen_000000_00011,alt_scen_000000_00015,190.0,1,0,0,1,1,0,0,0,0.14,1,1
scen_000000,alt_scen_000000_00011,alt_scen_000000_00016,200.0,1,0,0,1,1,0,0,0,0.8,1,1
scen_000000,alt_scen_000000_00011,alt_scen_000000_00018,219.75,1,0,0,1,1,0,0,0,0.57,1,1
scen_000000,alt_scen_000000_00011,alt_scen_000000_00017,220.0,1,0,0,1,1,0,0,0,0.71,1,1
scen_000000,alt_scen_000000_00011,alt_scen_000000_00019,230.0,1,0,0,1,1,0,0,0,0.58,1,1
scen_000000,alt_scen_000000_00012,alt_scen_000000_00037,5.0,0,0,0,0,0,1,1,-1,0.51,1,0
scen_000000,alt_scen_000000_00012,alt_scen_000000_00013,50.0,1,0,0,1,1,0,0,0,0.72,1,1
scen_000000,alt_scen_000000_00012,alt_scen_000000_00014,160.0,1,0,0,1,1,0,0,0,0.13,1,1
scen_000000,alt_scen_000000_00012,alt_scen_000000_00015,180.0,1,0,0,1,1,0,0,0,0.35,1,1
scen_000000,alt_scen_000000_00012,alt_scen_000000_00016,190.0,1,0,0,1,1,0,0,0,0.6,1,1
scen_000000,alt_scen_000000_00012,alt_scen_000000_00018,209.75,1,0,0,1,1,0,0,0,0.86,1,1
scen_000000,alt_scen_000000_00012,alt_scen_000000_00017,210.0,1,0,0,1,1,0,0,0,0.41,1,1
scen_000000,alt_scen_000000_00012,alt_scen_000000_00019,220.0,1,0,0,1,1,0,0,0,0.88,1,1
scen_000000,alt_scen_000000_00012,alt_scen_000000_00020,290.0,1,0,0,1,1,0,0,0,0.7,1,1
scen_000000,alt_scen_000000_00037,alt_scen_000000_00013,45.0,0,0,0,0,0,1,1,1,0.49,1,0
scen_000000,alt_scen_000000_00037,alt_scen_000000_00014,155.0,0,0,0,0,0,1,1,1,0.44,1,0
scen_000000,alt_scen_000000_00037,alt_scen_000000_00015,175.0,0,0,0,0,0,1,1,1,0.2,1,0
scen_000000,alt_scen_000000_00037,alt_scen_000000_00016,185.0,0,0,0,0,0,1,1,1,0.59,1,0
scen_000000,alt_scen_000000_00037,alt_scen_000000_00018,204.75,0,0,0,0,0,1,1,1,0.14,1,0
scen_000000,alt_scen_000000_00037,alt_scen_000000_00017,205.0,0,0,0,0,0,1,1,1,0.44,1,0
scen_000000,alt_scen_000000_00037,alt_scen_000000_00019,215.0,0,0,0,0,0,1,1,1,0.29,1,0
scen_000000,alt_scen_000000_00037,alt_scen_000000_00020,285.0,0,0,0,0,0,1,1,1,0.87,1,0
scen_000000,alt_scen_000000_00037,alt_scen_000000_00021,315.0,0,0,0,0,0,1,1,1,0.39,0,0
scen_000000,alt_scen_000000_00013,alt_scen_000000_00014,110.0,1,0,0,1,1,0,0,0,0.49,1,1
scen_000000,alt_scen_000000_00013,alt_scen_000000_00015,130.0,1,0,0,1,1,0,0,0,0.4,1,1
scen_000000,alt_scen_000000_00013,alt_scen_000000_00016,140.0,1,0,0,1,1,0,0,0,0.21,1,1
scen_000000,alt_scen_000000_00013,alt_scen_000000_00018,159.75,1,0,0,1,1,0,0,0,0.38,1,1
scen_000000,alt_scen_000000_00013,alt_scen_000000_00017,160.0,1,0,0,1,1,0,0,0,0.72,1,1
scen_000000,alt_scen_000000_00013,alt_scen_000000_00019,170.0,1,0,0,1,1,0,0,0,0.6,1,1
scen_000000,alt_scen_000000_00013,alt_scen_000000_00020,240.0,1,0,0,1,1,0,0,0,0.45,1,1
scen_000000,alt_scen_000000_00013,alt_scen_000000_00021,270.0,1,0,0,1,1,0,0,0,0.76,1,1
scen_000000,alt_scen_000000_00013,alt_scen_000000_00022,300.0,1,0,0,1,1,0,0,0,0.1,1,1
scen_000000,alt_scen_000000_00014,alt_scen_000000_00015,20.0,1,0,0,1,1,0,0,0,0.76,1,1
scen_000000,alt_scen_000000_00014,alt_scen_000000_00016,30.0,1,0,0,1,1,0,0,0,0.15,1,1
scen_000000,alt_scen_000000_00014,alt_scen_000000_00018,49.75,1,0,0,1,1,0,0,0,0.8,1,1
scen_000000,alt_scen_000000_00014,alt_scen_000000_00017,50.0,1,0,0,1,1,0,0,0,0.86,1,1
scen_000000,alt_scen_000000_00014,alt_scen_000000_00019,60.0,1,0,0,1,1,0,0,0,0.76,1,1
scen_000000,alt_scen_000000_00014,alt_scen_000000_00020,130.0,1,0,0,1,1,0,0,0,0.12,1,1
scen_000000,alt_scen_000000_00014,alt_scen_000000_00021,160.0,1,0,0,1,1,0,0,0,0.52,1,1
scen_000000,alt_scen_000000_00014,alt_scen_000000_00022,190.0,1,0,0,1,1,0,0,0,0.76,1,1
scen_000000,alt_scen_000000_00014,alt_scen_000000_00023,200.0,1,0,0,1,1,0,0,0,0.54,1,1
scen_000000,alt_scen_000000_00015,alt_scen_000000_00016,10.0,1,0,0,1,1,0,0,0,0.39,1,1
scen_000000,alt_scen_000000_00015,alt_scen_000000_00018,29.75,1,0,0,1,1,0,0,0,0.48,1,1
scen_000000,alt_scen_000000_00015,alt_scen_000000_00017,30.0,1,0,0,1,1,0,0,0,0.16,1,1
scen_000000,alt_scen_000000_00015,alt_scen_000000_00019,40.0,1,0,0,1,1,0,0,0,0.5,1,1
scen_000000,alt_scen_000000_00015,alt_scen_000000_00020,110.0,1,0,0,1,1,0,0,0,0.12,1,1
scen_000000,alt_scen_000000_00015,alt_scen_000000_00021,140.0,1,0,0,1,1,0,0,0,0.62,1,1
scen_000000,alt_scen_000000_00015,alt_scen_000000_00022,170.0,1,0,0,1,1,0,0,0,0.41,1,1
scen_000000,alt_scen_000000_00015,alt_scen_000000_00023,180.0,1,0,0,1,1,0,0,0,0.25,1,1
scen_000000,alt_scen_000000_00015,alt_scen_000000_00024,200.0,1,0,0,1,1,0,0,0,0.11,1,1
scen_000000,alt_scen_000000_00016,alt_scen_000000_00018,19.75,1,0,0,1,1,0,0,0,0.84,1,1
scen_000000,alt_scen_000000_00016,alt_scen_000000_00017,20.0,1,0,0,1,1,0,0,0,0.55,1,1
scen_000000,alt_scen_000000_00016,alt_scen_000000_00019,30.0,1,0,0,1,1,0,0,0,0.62,1,1
scen_000000,alt_scen_000000_00016,alt_scen_000000_00020,100.0,1,0,0,1,1,0,0,0,0.72,1,1
scen_000000,alt_scen_000000_00016,alt_scen_000000_00021,130.0,1,0,0,1,1,0,0,0,0.6,1,1
scen_000000,alt_scen_000000_00016,alt_scen_000000_00022,160.0,1,0,0,1,1,0,0,0,0.43,1,1
scen_000000,alt_scen_000000_00016,alt_scen_000000_00023,170.0,1,0,0,1,1,0,0,0,0.6,1,1
scen_000000,alt_scen_000000_00016,alt_scen_000000_00024,190.0,1,0,0,1,1,0,0,0,0.3,1,1
scen_000000,alt_scen_000000_00016,alt_scen_000000_00025,200.0,1,0,0,1,1,0,0,0,0.55,1,1
scen_000000,alt_scen_000000_00018,alt_scen_000000_00017,0.25,1,0,0,1,1,0,0,0,0.26,1,1
scen_000000,alt_scen_000000_00018,alt_scen_000000_00019,10.25,1,0,0,1,1,0,0,0,0.83,1,1
scen_000000,alt_scen_000000_00018,alt_scen_000000_00020,80.25,1,0,0,1,1,0,0,0,0.51,1,1
scen_000000,alt_scen_000000_00018,alt_scen_000000_00021,110.25,1,0,0,1,1,0,0,0,0.29,1,1
scen_000000,alt_scen_000000_00018,alt_scen_000000_00022,140.25,1,0,0,1,1,0,0,0,0.61,1,1
scen_000000,alt_scen_000000_00018,alt_scen_000000_00023,150.25,1,0,0,1,1,0,0,0,0.17,1,1
scen_000000,alt_scen_000000_00018,alt_scen_000000_00024,170.25,1,0,0,1,1,0,0,0,0.45,1,1
scen_000000,alt_scen_000000_00018,alt_scen_000000_00025,180.25,1,0,0,1,1,0,0,0,0.79,1,1
scen_000000,alt_scen_000000_00018,alt_scen_000000_00026,210.25,1,0,0,1,1,0,0,0,0.71,1,1
scen_000000,alt_scen_000000_00017,alt_scen_000000_00019,10.0,1,0,0,1,1,0,0,0,0.66,1,1
scen_000000,alt_scen_000000_00017,alt_scen_000000_00020,80.0,1,0,0,1,1,0,0,0,0.48,1,1
scen_000000,alt_scen_000000_00017,alt_scen_000000_00021,110.0,1,0,0,1,1,0,0,0,0.46,1,1
scen_000000,alt_scen_000000_00017,alt_scen_000000_00022,140.0,1,0,0,1,1,0,0,0,0.11,1,1
scen_000000,alt_scen_000000_00017,alt_scen_000000_00023,150.0,1,0,0,1,1,0,0,0,0.58,1,1
scen_000000,alt_scen_000000_00017,alt_scen_000000_00024,170.0,1,0,0,1,1,0,0,0,0.56,1,1
scen_000000,alt_scen_000000_00017,alt_scen_000000_00025,180.0,1,0,0,1,1,0,0,0,0.1,1,1
scen_000000,alt_scen_000000_00017,alt_scen_000000_00026,210.0,1,0,0,1,1,0,0,0,0.21,1,1
scen_000000,alt_scen_000000_00017,alt_scen_000000_00027,300.0,1,0,0,1,1,0,0,0,0.11,1,1
scen_000000,alt_scen_000000_00019,alt_scen_000000_00020,70.0,1,0,0,1,1,0,0,0,0.3,1,1
scen_000000,alt_scen_000000_00019,alt_scen_000000_00021,100.0,1,0,0,1,1,0,0,0,0.1,1,1
scen_000000,alt_scen_000000_00019,alt_scen_000000_00022,130.0,1,0,0,1,1,0,0,0,0.43,1,1
scen_000000,alt_scen_000000_00019,alt_scen_000000_00023,140.0,1,0,0,1,1,0,0,0,0.48,1,1
scen_000000,alt_scen_000000_00019,alt_scen_000000_00024,160.0,1,0,0,1,1,0,0,0,0.45,1,1
scen_000000,alt_scen_000000_00019,alt_scen_000000_00025,170.0,1,0,0,1,1,0,0,0,0.26,1,1
scen_000000,alt_scen_000000_00019,alt_scen_000000_00026,200.0,1,0,0,1,1,0,0,0,0.52,1,1
scen_000000,alt_scen_000000_00019,alt_scen_000000_00027,290.0,1,0,0,1,1,0,0,0,0.75,1,1
scen_000000,alt_scen_000000_00019,alt_scen_000000_00028,340.0,1,0,0,1,1,0,0,0,0.33,0,1
scen_000000,alt_scen_000000_00020,alt_scen_000000_00021,30.0,1,0,0,1,1,0,0,0,0.35,1,1
scen_000000,alt_scen_000000_00020,alt_scen_000000_00022,60.0,1,0,0,1,1,0,0,0,0.53,1,1
scen_000000,alt_scen_000000_00020,alt_scen_000000_00023,70.0,1,0,0,1,1,0,0,0,0.29,1,1
scen_000000,alt_scen_000000_00020,alt_scen_000000_00024,90.0,1,0,0,1,1,0,0,0,0.37,1,1
scen_000000,alt_scen_000000_00020,alt_scen_000000_00025,100.0,1,0,0,1,1,0,0,0,0.46,1,1
scen_000000,alt_scen_000000_00020,alt_scen_000000_00026,130.0,1,0,0,1,1,0,0,0,0.41,1,1
scen_000000,alt_scen_000000_00020,alt_scen_000000_00027,220.0,1,0,0,1,1,0,0,0,0.75,1,1
scen_000000,alt_scen_000000_00020,alt_scen_000000_00028,270.0,1,0,0,1,1,0,0,0,0.78,1,1
scen_000000,alt_scen_000000_00020,alt_scen_000000_00030,306.06,1,0,0,1,1,0,0,0,0.42,0,1
scen_000000,alt_scen_000000_00021,alt_scen_000000_00022,30.0,1,0,0,1,1,0,0,0,0.46,1,1
scen_000000,alt_scen_000000_00021,alt_scen_000000_00023,40.0,1,0,0,1,1,0,0,0,0.87,1,1
scen_000000,alt_scen_000000_00021,alt_scen_000000_00024,60.0,1,0,0,1,1,0,0,0,0.5,1,1
scen_000000,alt_scen_000000_00021,alt_scen_000000_00025,70.0,1,0,0,1,1,0,0,0,0.89,1,1
scen_000000,alt_scen_000000_00021,alt_scen_000000_00026,100.0,1,0,0,1,1,0,0,0,0.71,1,1
scen_000000,alt_scen_000000_00021,alt_scen_000000_00027,190.0,1,0,0,1,1,0,0,0,0.31,1,1
scen_000000,alt_scen_000000_00021,alt_scen_000000_00028,240.0,1,0,0,1,1,0,0,0,0.28,1,1
scen_000000,alt_scen_000000_00021,alt_scen_000000_00030,276.06,1,0,0,1,1,0,0,0,0.23,1,1
scen_000000,alt_scen_000000_00021,alt_scen_000000_00029,280.0,1,0,0,1,1,0,0,0,0.74,1,1
scen_000000,alt_scen_000000_00022,alt_scen_000000_00023,10.0,1,0,0,1,1,0,0,0,0.35,1,1
scen_000000,alt_scen_000000_00022,alt_scen_000000_00024,30.0,1,0,0,1,1,0,0,0,0.64,1,1
scen_000000,alt_scen_000000_00022,alt_scen_000000_00025,40.0,1,0,0,1,1,0,0,0,0.53,1,1
scen_000000,alt_scen_000000_00022,alt_scen_000000_00026,70.0,1,0,0,1,1,0,0,0,0.76,1,1
scen_000000,alt_scen_000000_00022,alt_scen_000000_00027,160.0,1,0,0,1,1,0,0,0,0.7,1,1
scen_000000,alt_scen_000000_00022,alt_scen_000000_00028,210.0,1,0,0,1,1,0,0,0,0.15,1,1
scen_000000,alt_scen_000000_00022,alt_scen_000000_00030,246.06,1,0,0,1,1,0,0,0,0.37,1,1
scen_000000,alt_scen_000000_00022,alt_scen_000000_00029,250.0,1,0,0,1,1,0,0,0,0.52,1,1
scen_000000,alt_scen_000000_00022,alt_scen_000000_00031,280.0,1,0,0,1,1,0,0,0,0.74,1,1
scen_000000,alt_scen_000000_00023,alt_scen_000000_00024,20.0,1,0,0,1,1,0,0,0,0.67,1,1
scen_000000,alt_scen_000000_00023,alt_scen_000000_00025,30.0,1,0,0,1,1,0,0,0,0.54,1,1
scen_000000,alt_scen_000000_00023,alt_scen_000000_00026,60.0,1,0,0,1,1,0,0,0,0.75,1,1
scen_000000,alt_scen_000000_00023,alt_scen_000000_00027,150.0,1,0,0,1,1,0,0,0,0.45,1,1
scen_000000,alt_scen_000000_00023,alt_scen_000000_00028,200.0,1,0,0,1,1,0,0,0,0.14,1,1
scen_000000,alt_scen_000000_00023,alt_scen_000000_00030,236.06,1,0,0,1,1,0,0,0,0.8,1,1
scen_000000,alt_scen_000000_00023,alt_scen_000000_00029,240.0,1,0,0,1,1,0,0,0,0.52,1,1
scen_000000,alt_scen_000000_00023,alt_scen_000000_00031,270.0,1,0,0,1,1,0,0,0,0.75,1,1
scen_000000,alt_scen_000000_00023,alt_scen_000000_00032,390.0,1,0,0,1,1,0,0,0,0.41,0,1
scen_000000,alt_scen_000000_00024,alt_scen_000000_00025,10.0,1,0,0,1,1,0,0,0,0.57,1,1
scen_000000,alt_scen_000000_00024,alt_scen_000000_00026,40.0,1,0,0,1,1,0,0,0,0.36,1,1
scen_000000,alt_scen_000000_00024,alt_scen_000000_00027,130.0,1,0,0,1,1,0,0,0,0.43,1,1
scen_000000,alt_scen_000000_00024,alt_scen_000000_00028,180.0,1,0,0,1,1,0,0,0,0.22,1,1
scen_000000,alt_scen_000000_00024,alt_scen_000000_00030,216.06,1,0,0,1,1,0,0,0,0.69,1,1
scen_000000,alt_scen_000000_00024,alt_scen_000000_00029,220.0,1,0,0,1,1,0,0,0,0.32,1,1
scen_000000,alt_scen_000000_00024,alt_scen_000000_00031,250.0,1,0,0,1,1,0,0,0,0.34,1,1
scen_000000,alt_scen_000000_00024,alt_scen_000000_00032,370.0,1,0,0,1,1,0,0,0,0.38,0,1
scen_000000,alt_scen_000000_00024,alt_scen_000000_00034,379.14,1,0,0,1,1,0,0,0,0.45,0,1
scen_000000,alt_scen_000000_00025,alt_scen_000000_00026,30.0,1,0,0,1,1,0,0,0,0.56,1,1
scen_000000,alt_scen_000000_00025,alt_scen_000000_00027,120.0,1,0,0,1,1,0,0,0,0.65,1,1
scen_000000,alt_scen_000000_00025,alt_scen_000000_00028,170.0,1,0,0,1,1,0,0,0,0.64,1,1
